query_id,Qwen3-8B,Intern-S1-mini,MiniCPM4.1-8B,Qwen2.5-Coder-7B-Instruct,Llama-3.1-8B-Instruct,DeepSeek-R1-Distill-Qwen-7B
mbpp:test:138,1.0,1.0,0.0,1.0,1.0,1.0
mbpp:test:140,0.0,0.0,0.0,0.0,1.0,1.0
mbpp:test:148,1.0,0.0,0.0,1.0,1.0,0.0
mbpp:test:153,0.0,0.0,0.0,0.0,0.0,0.0
mbpp:test:157,0.0,0.0,0.0,0.0,0.0,0.0
mbpp:test:159,1.0,0.0,1.0,0.0,0.0,0.0
mbpp:test:160,0.0,0.0,0.0,0.0,0.0,0.0
mbpp:test:162,0.0,0.0,0.0,1.0,0.0,1.0
mbpp:test:170,1.0,1.0,1.0,1.0,1.0,1.0
mbpp:test:174,1.0,0.0,1.0,1.0,1.0,1.0
mbpp:test:175,1.0,0.0,0.0,0.0,1.0,0.0
mbpp:test:176,0.0,0.0,0.0,1.0,0.0,0.0
mbpp:test:185,1.0,1.0,0.0,1.0,1.0,1.0
mbpp:test:194,0.0,0.0,1.0,1.0,1.0,1.0
mbpp:test:201,1.0,1.0,0.0,1.0,1.0,1.0
mbpp:test:203,1.0,0.0,0.0,1.0,0.0,1.0
mbpp:test:206,1.0,1.0,1.0,1.0,1.0,1.0
mbpp:test:212,1.0,1.0,0.0,1.0,1.0,1.0
mbpp:test:215,1.0,1.0,1.0,1.0,0.0,0.0
mbpp:test:228,0.0,0.0,1.0,0.0,0.0,0.0
mbpp:test:231,0.0,0.0,0.0,0.0,0.0,0.0
mbpp:test:232,0.0,0.0,0.0,0.0,0.0,0.0
mbpp:test:234,0.0,1.0,1.0,1.0,1.0,0.0
mbpp:test:238,1.0,1.0,0.0,1.0,1.0,0.0
mbpp:test:255,1.0,0.0,0.0,1.0,0.0,0.0
mbpp:test:264,0.0,1.0,1.0,1.0,1.0,1.0
mbpp:test:268,1.0,1.0,1.0,1.0,1.0,1.0
mbpp:test:272,1.0,0.0,0.0,0.0,0.0,0.0
mbpp:test:277,1.0,0.0,0.0,1.0,0.0,0.0
mbpp:test:287,1.0,1.0,0.0,1.0,1.0,1.0
mbpp:test:288,1.0,0.0,0.0,1.0,0.0,1.0
mbpp:test:306,1.0,1.0,1.0,1.0,0.0,1.0
mbpp:test:308,0.0,0.0,0.0,1.0,1.0,0.0
mbpp:test:309,0.0,0.0,1.0,1.0,1.0,1.0
mbpp:test:310,0.0,0.0,0.0,0.0,1.0,0.0
mbpp:test:314,1.0,0.0,0.0,0.0,0.0,0.0
mbpp:test:319,1.0,1.0,0.0,1.0,1.0,0.0
mbpp:test:322,1.0,0.0,0.0,1.0,1.0,0.0
mbpp:test:323,1.0,0.0,0.0,1.0,0.0,0.0
mbpp:test:325,1.0,0.0,0.0,1.0,0.0,0.0
mbpp:test:327,0.0,0.0,1.0,0.0,0.0,1.0
mbpp:test:329,0.0,1.0,1.0,0.0,1.0,0.0
mbpp:test:331,0.0,0.0,0.0,1.0,0.0,0.0
mbpp:test:339,0.0,1.0,1.0,1.0,1.0,1.0
mbpp:test:340,1.0,1.0,1.0,1.0,1.0,0.0
mbpp:test:349,0.0,0.0,0.0,0.0,0.0,0.0
mbpp:test:354,0.0,0.0,0.0,1.0,0.0,0.0
mbpp:test:356,0.0,0.0,0.0,0.0,0.0,0.0
mbpp:test:360,0.0,0.0,0.0,1.0,1.0,1.0
mbpp:test:364,0.0,0.0,1.0,1.0,1.0,1.0
mbpp:test:366,0.0,1.0,1.0,1.0,1.0,1.0
mbpp:test:367,0.0,0.0,0.0,0.0,0.0,0.0
mbpp:test:371,0.0,1.0,1.0,1.0,1.0,1.0
mbpp:test:377,0.0,0.0,0.0,1.0,1.0,0.0
mbpp:test:379,1.0,1.0,0.0,1.0,1.0,0.0
mbpp:test:380,1.0,0.0,0.0,0.0,0.0,1.0
mbpp:test:386,1.0,1.0,1.0,1.0,1.0,1.0
mbpp:test:390,0.0,0.0,0.0,1.0,0.0,0.0
mbpp:test:392,0.0,0.0,1.0,1.0,1.0,1.0
mbpp:test:407,0.0,1.0,0.0,1.0,1.0,0.0
mbpp:test:409,0.0,0.0,0.0,1.0,0.0,0.0
mbpp:test:416,1.0,1.0,1.0,1.0,1.0,1.0
mbpp:test:421,1.0,0.0,0.0,1.0,0.0,0.0
mbpp:test:424,1.0,0.0,1.0,1.0,1.0,1.0
mbpp:test:429,1.0,0.0,1.0,1.0,1.0,1.0
mbpp:test:432,0.0,0.0,0.0,1.0,0.0,0.0
mbpp:test:436,1.0,0.0,0.0,0.0,0.0,0.0
mbpp:test:447,0.0,0.0,1.0,1.0,1.0,1.0
mbpp:test:449,0.0,0.0,0.0,0.0,1.0,0.0
mbpp:test:452,0.0,0.0,0.0,0.0,0.0,0.0
mbpp:test:469,1.0,0.0,1.0,1.0,1.0,1.0
mbpp:test:471,1.0,0.0,0.0,1.0,1.0,1.0
mbpp:test:475,1.0,1.0,1.0,1.0,1.0,0.0
mbpp:test:482,0.0,0.0,1.0,1.0,1.0,1.0
mbpp:test:486,1.0,0.0,1.0,1.0,1.0,0.0
mbpp:test:487,0.0,0.0,1.0,1.0,1.0,1.0
mbpp:test:494,0.0,0.0,0.0,1.0,0.0,0.0
mbpp:test:506,0.0,0.0,0.0,0.0,0.0,0.0
mbpp:test:507,0.0,0.0,0.0,0.0,1.0,1.0
mbpp:test:521,0.0,1.0,0.0,1.0,1.0,0.0
mbpp:test:523,1.0,0.0,0.0,1.0,0.0,0.0
mbpp:test:525,1.0,1.0,0.0,1.0,1.0,1.0
mbpp:test:533,1.0,0.0,0.0,0.0,0.0,0.0
mbpp:test:536,0.0,1.0,1.0,1.0,0.0,1.0
mbpp:test:539,0.0,0.0,1.0,1.0,0.0,1.0
mbpp:test:540,0.0,1.0,0.0,1.0,1.0,1.0
mbpp:test:548,0.0,0.0,0.0,1.0,0.0,0.0
mbpp:test:549,1.0,0.0,1.0,1.0,1.0,1.0
mbpp:test:552,0.0,0.0,0.0,1.0,1.0,0.0
mbpp:test:555,0.0,1.0,1.0,1.0,1.0,1.0
mbpp:test:560,1.0,0.0,0.0,1.0,1.0,1.0
mbpp:test:562,0.0,1.0,0.0,1.0,0.0,1.0
mbpp:test:563,0.0,0.0,0.0,0.0,0.0,0.0
mbpp:test:565,0.0,0.0,1.0,1.0,1.0,0.0
mbpp:test:566,0.0,0.0,0.0,0.0,0.0,0.0
mbpp:test:577,0.0,1.0,1.0,1.0,0.0,0.0
mbpp:test:579,1.0,1.0,0.0,1.0,1.0,1.0
mbpp:test:592,1.0,1.0,0.0,0.0,1.0,0.0
mbpp:test:602,1.0,0.0,1.0,1.0,0.0,1.0
mbpp:test:608,1.0,0.0,0.0,0.0,0.0,0.0
mbpp:test:609,0.0,0.0,0.0,0.0,0.0,0.0
mbpp:test:621,0.0,0.0,1.0,1.0,1.0,1.0
mbpp:test:623,0.0,1.0,0.0,1.0,0.0,1.0
mbpp:test:629,0.0,0.0,0.0,1.0,1.0,0.0
mbpp:test:631,0.0,0.0,0.0,1.0,0.0,1.0
mbpp:test:634,1.0,1.0,1.0,1.0,0.0,0.0
mbpp:test:639,1.0,1.0,1.0,1.0,0.0,0.0
mbpp:test:645,0.0,0.0,0.0,1.0,1.0,0.0
mbpp:test:650,0.0,0.0,1.0,1.0,1.0,1.0
mbpp:test:653,1.0,0.0,1.0,1.0,1.0,1.0
mbpp:test:660,0.0,0.0,0.0,0.0,0.0,0.0
mbpp:test:663,1.0,1.0,1.0,1.0,1.0,1.0
mbpp:test:664,1.0,1.0,0.0,1.0,1.0,0.0
mbpp:test:666,0.0,0.0,0.0,0.0,0.0,0.0
mbpp:test:700,1.0,1.0,1.0,1.0,1.0,1.0
mbpp:test:704,0.0,1.0,1.0,1.0,0.0,1.0
mbpp:test:711,0.0,1.0,0.0,1.0,1.0,0.0
mbpp:test:713,0.0,0.0,0.0,1.0,1.0,1.0
mbpp:test:716,0.0,0.0,1.0,1.0,1.0,1.0
mbpp:test:718,1.0,0.0,0.0,1.0,1.0,1.0
mbpp:test:723,1.0,1.0,0.0,1.0,1.0,0.0
mbpp:test:726,0.0,0.0,0.0,1.0,1.0,0.0
mbpp:test:735,1.0,0.0,0.0,0.0,0.0,0.0
mbpp:test:738,1.0,1.0,0.0,1.0,1.0,1.0
mbpp:test:745,0.0,0.0,1.0,1.0,1.0,1.0
mbpp:test:746,0.0,0.0,0.0,0.0,0.0,1.0
mbpp:test:762,1.0,1.0,0.0,1.0,1.0,1.0
mbpp:test:782,1.0,1.0,0.0,1.0,1.0,1.0
mbpp:test:786,1.0,1.0,1.0,1.0,1.0,1.0
mbpp:test:789,0.0,0.0,1.0,1.0,1.0,1.0
mbpp:test:795,0.0,0.0,0.0,0.0,0.0,0.0
mbpp:test:803,1.0,0.0,0.0,1.0,1.0,0.0
mbpp:test:804,1.0,1.0,1.0,1.0,1.0,1.0
mbpp:test:809,1.0,0.0,0.0,1.0,1.0,0.0
mbpp:test:810,0.0,1.0,0.0,0.0,0.0,0.0
mbpp:test:811,0.0,0.0,1.0,1.0,1.0,1.0
mbpp:test:818,0.0,0.0,0.0,1.0,1.0,0.0
mbpp:test:827,1.0,1.0,0.0,0.0,0.0,1.0
mbpp:test:830,1.0,0.0,0.0,1.0,1.0,1.0
mbpp:test:833,1.0,0.0,1.0,1.0,0.0,0.0
mbpp:test:837,1.0,1.0,0.0,1.0,0.0,0.0
mbpp:test:847,0.0,0.0,0.0,0.0,1.0,0.0
mbpp:test:854,0.0,0.0,0.0,0.0,0.0,0.0
mbpp:test:855,1.0,1.0,0.0,1.0,1.0,0.0
mbpp:test:862,0.0,0.0,1.0,1.0,1.0,1.0
mbpp:test:867,0.0,0.0,0.0,1.0,1.0,1.0
mbpp:test:869,1.0,1.0,1.0,1.0,1.0,1.0
mbpp:test:871,0.0,1.0,0.0,1.0,1.0,1.0
mbpp:test:874,1.0,0.0,0.0,1.0,0.0,1.0
mbpp:test:880,0.0,0.0,1.0,0.0,0.0,1.0
mbpp:test:882,1.0,1.0,1.0,1.0,1.0,1.0
mbpp:test:887,0.0,0.0,0.0,0.0,0.0,0.0
mbpp:test:889,1.0,0.0,0.0,0.0,1.0,0.0
mbpp:test:893,1.0,0.0,0.0,1.0,1.0,1.0
mbpp:test:899,0.0,1.0,1.0,1.0,0.0,0.0
mbpp:test:901,0.0,0.0,0.0,0.0,0.0,0.0
mbpp:test:907,1.0,0.0,0.0,0.0,0.0,0.0
mbpp:test:915,1.0,1.0,0.0,1.0,1.0,0.0
mbpp:test:916,1.0,1.0,1.0,1.0,0.0,0.0
mbpp:test:918,0.0,1.0,1.0,1.0,1.0,1.0
mbpp:test:924,1.0,1.0,0.0,1.0,1.0,0.0
mbpp:test:932,1.0,1.0,1.0,1.0,0.0,0.0
mbpp:test:933,1.0,0.0,0.0,1.0,1.0,1.0
mbpp:test:935,0.0,0.0,1.0,1.0,1.0,1.0
mbpp:test:937,1.0,1.0,0.0,1.0,1.0,1.0
mbpp:test:941,1.0,0.0,0.0,0.0,0.0,0.0
mbpp:test:942,0.0,1.0,0.0,1.0,0.0,1.0
aime:hybrid:4,1.0,1.0,1.0,0.0,0.0,1.0
aime:hybrid:16,1.0,1.0,1.0,0.0,0.0,0.0
aime:hybrid:17,1.0,1.0,0.0,0.0,0.0,0.0
aime:hybrid:18,0.0,0.0,0.0,0.0,0.0,0.0
aime:hybrid:22,1.0,1.0,0.0,0.0,0.0,0.0
aime:hybrid:27,0.0,1.0,0.0,0.0,0.0,0.0
aime:hybrid:30,1.0,1.0,1.0,0.0,0.0,1.0
aime:hybrid:31,1.0,1.0,1.0,1.0,0.0,1.0
aime:hybrid:34,1.0,1.0,1.0,0.0,0.0,1.0
aime:hybrid:36,1.0,1.0,1.0,0.0,0.0,1.0
aime:hybrid:37,0.0,1.0,0.0,0.0,0.0,0.0
aime:hybrid:39,1.0,1.0,0.0,0.0,0.0,0.0
aime:hybrid:44,0.0,0.0,0.0,0.0,0.0,0.0
aime:hybrid:53,1.0,1.0,0.0,0.0,0.0,0.0
