true_label,predicted_label,true_model,predicted_model,count,mean_true_label_utility,mean_predicted_label_utility,mean_regret,predictor
6,7,MiniCPM4.1-8B,Qwen3-8B,3,0.0,0.0,0.0,logistic_label_predictor
6,8,MiniCPM4.1-8B,Qwen2.5-Coder-7B-Instruct,7,0.2857142857142857,0.0,0.2857142857142857,logistic_label_predictor
6,9,MiniCPM4.1-8B,Llama-3.1-8B-Instruct,1,0.0,0.0,0.0,logistic_label_predictor
6,10,MiniCPM4.1-8B,MiniCPM4.1-8B,7,0.14285714285714285,0.14285714285714285,0.0,logistic_label_predictor
6,11,MiniCPM4.1-8B,MiniCPM4.1-8B,7,0.2857142857142857,0.2857142857142857,0.0,logistic_label_predictor
6,12,MiniCPM4.1-8B,Llama-3.1-8B-Instruct,6,0.16666666666666666,0.0,0.16666666666666666,logistic_label_predictor
6,13,MiniCPM4.1-8B,MiniCPM4.1-8B,4,0.25,0.25,0.0,logistic_label_predictor
6,14,MiniCPM4.1-8B,Qwen3-8B,9,0.1111111111111111,0.0,0.1111111111111111,logistic_label_predictor
6,15,MiniCPM4.1-8B,Qwen3-8B,2,0.5,0.0,0.5,logistic_label_predictor
7,0,Qwen3-8B,Intern-S1-mini,1,1.0,0.0,1.0,logistic_label_predictor
7,1,Qwen3-8B,Intern-S1-mini,2,1.0,0.5,0.5,logistic_label_predictor
7,2,Qwen3-8B,Qwen2.5-Coder-7B-Instruct,2,1.0,1.0,0.0,logistic_label_predictor
7,3,Qwen3-8B,DeepSeek-R1-Distill-Qwen-7B,1,1.0,0.0,1.0,logistic_label_predictor
7,5,Qwen3-8B,Qwen2.5-Coder-7B-Instruct,1,1.0,1.0,0.0,logistic_label_predictor
7,6,Qwen3-8B,MiniCPM4.1-8B,7,1.0,0.14285714285714285,0.8571428571428571,logistic_label_predictor
7,7,Qwen3-8B,Qwen3-8B,4,1.0,1.0,0.0,logistic_label_predictor
7,8,Qwen3-8B,Qwen2.5-Coder-7B-Instruct,1,1.0,1.0,0.0,logistic_label_predictor
7,9,Qwen3-8B,Llama-3.1-8B-Instruct,5,1.0,1.0,0.0,logistic_label_predictor
7,10,Qwen3-8B,MiniCPM4.1-8B,1,1.0,0.0,1.0,logistic_label_predictor
7,11,Qwen3-8B,MiniCPM4.1-8B,1,1.0,0.0,1.0,logistic_label_predictor
7,13,Qwen3-8B,MiniCPM4.1-8B,2,1.0,0.0,1.0,logistic_label_predictor
8,0,Qwen2.5-Coder-7B-Instruct,Intern-S1-mini,1,1.0,0.0,1.0,logistic_label_predictor
8,1,Qwen2.5-Coder-7B-Instruct,Intern-S1-mini,11,1.0,0.9090909090909091,0.09090909090909091,logistic_label_predictor
8,2,Qwen2.5-Coder-7B-Instruct,Qwen2.5-Coder-7B-Instruct,2,1.0,1.0,0.0,logistic_label_predictor
8,3,Qwen2.5-Coder-7B-Instruct,DeepSeek-R1-Distill-Qwen-7B,4,1.0,1.0,0.0,logistic_label_predictor
8,4,Qwen2.5-Coder-7B-Instruct,Qwen3-8B,4,1.0,0.75,0.25,logistic_label_predictor
8,5,Qwen2.5-Coder-7B-Instruct,Qwen2.5-Coder-7B-Instruct,2,1.0,1.0,0.0,logistic_label_predictor
8,6,Qwen2.5-Coder-7B-Instruct,MiniCPM4.1-8B,3,1.0,0.6666666666666666,0.3333333333333333,logistic_label_predictor
8,7,Qwen2.5-Coder-7B-Instruct,Qwen3-8B,1,1.0,1.0,0.0,logistic_label_predictor
8,8,Qwen2.5-Coder-7B-Instruct,Qwen2.5-Coder-7B-Instruct,9,1.0,1.0,0.0,logistic_label_predictor
8,9,Qwen2.5-Coder-7B-Instruct,Llama-3.1-8B-Instruct,4,1.0,0.0,1.0,logistic_label_predictor
8,10,Qwen2.5-Coder-7B-Instruct,MiniCPM4.1-8B,2,1.0,1.0,0.0,logistic_label_predictor
8,11,Qwen2.5-Coder-7B-Instruct,MiniCPM4.1-8B,4,1.0,0.75,0.25,logistic_label_predictor
8,12,Qwen2.5-Coder-7B-Instruct,Llama-3.1-8B-Instruct,3,1.0,0.0,1.0,logistic_label_predictor
8,13,Qwen2.5-Coder-7B-Instruct,MiniCPM4.1-8B,4,1.0,0.5,0.5,logistic_label_predictor
8,14,Qwen2.5-Coder-7B-Instruct,Qwen3-8B,2,1.0,1.0,0.0,logistic_label_predictor
8,15,Qwen2.5-Coder-7B-Instruct,Qwen3-8B,4,1.0,0.75,0.25,logistic_label_predictor
9,0,Llama-3.1-8B-Instruct,Intern-S1-mini,1,1.0,1.0,0.0,logistic_label_predictor
9,1,Llama-3.1-8B-Instruct,Intern-S1-mini,3,1.0,0.6666666666666666,0.3333333333333333,logistic_label_predictor
9,2,Llama-3.1-8B-Instruct,Qwen2.5-Coder-7B-Instruct,1,1.0,1.0,0.0,logistic_label_predictor
9,4,Llama-3.1-8B-Instruct,Qwen3-8B,1,1.0,1.0,0.0,logistic_label_predictor
9,5,Llama-3.1-8B-Instruct,Qwen2.5-Coder-7B-Instruct,1,1.0,1.0,0.0,logistic_label_predictor
9,6,Llama-3.1-8B-Instruct,MiniCPM4.1-8B,4,1.0,0.0,1.0,logistic_label_predictor
9,7,Llama-3.1-8B-Instruct,Qwen3-8B,2,1.0,1.0,0.0,logistic_label_predictor
9,8,Llama-3.1-8B-Instruct,Qwen2.5-Coder-7B-Instruct,1,1.0,1.0,0.0,logistic_label_predictor
9,9,Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct,5,1.0,1.0,0.0,logistic_label_predictor
9,10,Llama-3.1-8B-Instruct,MiniCPM4.1-8B,3,1.0,0.0,1.0,logistic_label_predictor
9,13,Llama-3.1-8B-Instruct,MiniCPM4.1-8B,2,1.0,0.0,1.0,logistic_label_predictor
9,14,Llama-3.1-8B-Instruct,Qwen3-8B,1,1.0,0.0,1.0,logistic_label_predictor
10,0,MiniCPM4.1-8B,Intern-S1-mini,1,1.0,0.0,1.0,logistic_label_predictor
10,1,MiniCPM4.1-8B,Intern-S1-mini,6,1.0,0.0,1.0,logistic_label_predictor
10,2,MiniCPM4.1-8B,Qwen2.5-Coder-7B-Instruct,2,1.0,1.0,0.0,logistic_label_predictor
10,4,MiniCPM4.1-8B,Qwen3-8B,2,1.0,1.0,0.0,logistic_label_predictor
10,5,MiniCPM4.1-8B,Qwen2.5-Coder-7B-Instruct,2,1.0,1.0,0.0,logistic_label_predictor
10,6,MiniCPM4.1-8B,MiniCPM4.1-8B,3,1.0,1.0,0.0,logistic_label_predictor
10,7,MiniCPM4.1-8B,Qwen3-8B,1,1.0,0.0,1.0,logistic_label_predictor
10,9,MiniCPM4.1-8B,Llama-3.1-8B-Instruct,9,1.0,1.0,0.0,logistic_label_predictor
10,10,MiniCPM4.1-8B,MiniCPM4.1-8B,4,1.0,1.0,0.0,logistic_label_predictor
10,11,MiniCPM4.1-8B,MiniCPM4.1-8B,1,1.0,1.0,0.0,logistic_label_predictor
10,12,MiniCPM4.1-8B,Llama-3.1-8B-Instruct,1,1.0,1.0,0.0,logistic_label_predictor
10,13,MiniCPM4.1-8B,MiniCPM4.1-8B,2,1.0,1.0,0.0,logistic_label_predictor
10,14,MiniCPM4.1-8B,Qwen3-8B,2,1.0,1.0,0.0,logistic_label_predictor
11,0,MiniCPM4.1-8B,Intern-S1-mini,1,1.0,1.0,0.0,logistic_label_predictor
11,1,MiniCPM4.1-8B,Intern-S1-mini,3,1.0,0.6666666666666666,0.3333333333333333,logistic_label_predictor
11,3,MiniCPM4.1-8B,DeepSeek-R1-Distill-Qwen-7B,2,1.0,1.0,0.0,logistic_label_predictor
11,6,MiniCPM4.1-8B,MiniCPM4.1-8B,2,1.0,1.0,0.0,logistic_label_predictor
11,7,MiniCPM4.1-8B,Qwen3-8B,2,1.0,1.0,0.0,logistic_label_predictor
11,8,MiniCPM4.1-8B,Qwen2.5-Coder-7B-Instruct,1,1.0,0.0,1.0,logistic_label_predictor
11,9,MiniCPM4.1-8B,Llama-3.1-8B-Instruct,2,1.0,1.0,0.0,logistic_label_predictor
11,10,MiniCPM4.1-8B,MiniCPM4.1-8B,2,1.0,1.0,0.0,logistic_label_predictor
11,11,MiniCPM4.1-8B,MiniCPM4.1-8B,1,1.0,1.0,0.0,logistic_label_predictor
11,13,MiniCPM4.1-8B,MiniCPM4.1-8B,1,1.0,1.0,0.0,logistic_label_predictor
11,14,MiniCPM4.1-8B,Qwen3-8B,1,1.0,1.0,0.0,logistic_label_predictor
12,1,Llama-3.1-8B-Instruct,Intern-S1-mini,1,1.0,0.0,1.0,logistic_label_predictor
12,2,Llama-3.1-8B-Instruct,Qwen2.5-Coder-7B-Instruct,1,1.0,0.0,1.0,logistic_label_predictor
12,3,Llama-3.1-8B-Instruct,DeepSeek-R1-Distill-Qwen-7B,1,1.0,1.0,0.0,logistic_label_predictor
12,6,Llama-3.1-8B-Instruct,MiniCPM4.1-8B,1,1.0,0.0,1.0,logistic_label_predictor
12,7,Llama-3.1-8B-Instruct,Qwen3-8B,2,1.0,0.0,1.0,logistic_label_predictor
12,9,Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct,1,1.0,1.0,0.0,logistic_label_predictor
12,12,Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct,2,1.0,1.0,0.0,logistic_label_predictor
12,14,Llama-3.1-8B-Instruct,Qwen3-8B,1,1.0,0.0,1.0,logistic_label_predictor
12,15,Llama-3.1-8B-Instruct,Qwen3-8B,1,1.0,0.0,1.0,logistic_label_predictor
13,0,MiniCPM4.1-8B,Intern-S1-mini,1,1.0,0.0,1.0,logistic_label_predictor
13,1,MiniCPM4.1-8B,Intern-S1-mini,5,1.0,1.0,0.0,logistic_label_predictor
13,2,MiniCPM4.1-8B,Qwen2.5-Coder-7B-Instruct,2,1.0,1.0,0.0,logistic_label_predictor
13,3,MiniCPM4.1-8B,DeepSeek-R1-Distill-Qwen-7B,4,1.0,0.0,1.0,logistic_label_predictor
13,6,MiniCPM4.1-8B,MiniCPM4.1-8B,2,1.0,1.0,0.0,logistic_label_predictor
13,7,MiniCPM4.1-8B,Qwen3-8B,2,1.0,1.0,0.0,logistic_label_predictor
13,8,MiniCPM4.1-8B,Qwen2.5-Coder-7B-Instruct,8,1.0,0.5,0.5,logistic_label_predictor
13,9,MiniCPM4.1-8B,Llama-3.1-8B-Instruct,2,1.0,1.0,0.0,logistic_label_predictor
13,10,MiniCPM4.1-8B,MiniCPM4.1-8B,3,1.0,1.0,0.0,logistic_label_predictor
13,11,MiniCPM4.1-8B,MiniCPM4.1-8B,1,1.0,1.0,0.0,logistic_label_predictor
13,12,MiniCPM4.1-8B,Llama-3.1-8B-Instruct,1,1.0,1.0,0.0,logistic_label_predictor
13,13,MiniCPM4.1-8B,MiniCPM4.1-8B,5,1.0,1.0,0.0,logistic_label_predictor
13,14,MiniCPM4.1-8B,Qwen3-8B,2,1.0,1.0,0.0,logistic_label_predictor
13,15,MiniCPM4.1-8B,Qwen3-8B,1,1.0,1.0,0.0,logistic_label_predictor
14,1,Qwen3-8B,Intern-S1-mini,2,1.0,0.5,0.5,logistic_label_predictor
14,2,Qwen3-8B,Qwen2.5-Coder-7B-Instruct,1,1.0,0.0,1.0,logistic_label_predictor
14,3,Qwen3-8B,DeepSeek-R1-Distill-Qwen-7B,5,1.0,0.0,1.0,logistic_label_predictor
14,4,Qwen3-8B,Qwen3-8B,3,1.0,1.0,0.0,logistic_label_predictor
14,5,Qwen3-8B,Qwen2.5-Coder-7B-Instruct,1,1.0,0.0,1.0,logistic_label_predictor
14,6,Qwen3-8B,MiniCPM4.1-8B,6,1.0,0.5,0.5,logistic_label_predictor
14,8,Qwen3-8B,Qwen2.5-Coder-7B-Instruct,1,1.0,0.0,1.0,logistic_label_predictor
14,9,Qwen3-8B,Llama-3.1-8B-Instruct,3,1.0,0.0,1.0,logistic_label_predictor
14,10,Qwen3-8B,MiniCPM4.1-8B,3,1.0,0.0,1.0,logistic_label_predictor
14,11,Qwen3-8B,MiniCPM4.1-8B,1,1.0,0.0,1.0,logistic_label_predictor
14,12,Qwen3-8B,Llama-3.1-8B-Instruct,2,1.0,0.0,1.0,logistic_label_predictor
14,14,Qwen3-8B,Qwen3-8B,3,1.0,1.0,0.0,logistic_label_predictor
14,15,Qwen3-8B,Qwen3-8B,2,1.0,1.0,0.0,logistic_label_predictor
15,0,Qwen3-8B,Intern-S1-mini,1,1.0,1.0,0.0,logistic_label_predictor
15,1,Qwen3-8B,Intern-S1-mini,3,1.0,1.0,0.0,logistic_label_predictor
15,3,Qwen3-8B,DeepSeek-R1-Distill-Qwen-7B,1,1.0,0.0,1.0,logistic_label_predictor
15,6,Qwen3-8B,MiniCPM4.1-8B,5,1.0,1.0,0.0,logistic_label_predictor
15,7,Qwen3-8B,Qwen3-8B,2,1.0,1.0,0.0,logistic_label_predictor
15,8,Qwen3-8B,Qwen2.5-Coder-7B-Instruct,1,1.0,0.0,1.0,logistic_label_predictor
15,9,Qwen3-8B,Llama-3.1-8B-Instruct,2,1.0,0.0,1.0,logistic_label_predictor
15,10,Qwen3-8B,MiniCPM4.1-8B,4,1.0,1.0,0.0,logistic_label_predictor
15,11,Qwen3-8B,MiniCPM4.1-8B,1,1.0,1.0,0.0,logistic_label_predictor
15,12,Qwen3-8B,Llama-3.1-8B-Instruct,1,1.0,0.0,1.0,logistic_label_predictor
15,13,Qwen3-8B,MiniCPM4.1-8B,3,1.0,1.0,0.0,logistic_label_predictor
15,14,Qwen3-8B,Qwen3-8B,1,1.0,1.0,0.0,logistic_label_predictor
0,1,Intern-S1-mini,Intern-S1-mini,2,1.0,1.0,0.0,mlp_label_predictor
0,3,Intern-S1-mini,DeepSeek-R1-Distill-Qwen-7B,1,1.0,0.0,1.0,mlp_label_predictor
0,6,Intern-S1-mini,MiniCPM4.1-8B,4,1.0,0.25,0.75,mlp_label_predictor
0,9,Intern-S1-mini,Llama-3.1-8B-Instruct,1,1.0,0.0,1.0,mlp_label_predictor
0,10,Intern-S1-mini,MiniCPM4.1-8B,1,1.0,1.0,0.0,mlp_label_predictor
0,13,Intern-S1-mini,MiniCPM4.1-8B,1,1.0,0.0,1.0,mlp_label_predictor
0,14,Intern-S1-mini,Qwen3-8B,4,1.0,0.0,1.0,mlp_label_predictor
0,15,Intern-S1-mini,Qwen3-8B,1,1.0,0.0,1.0,mlp_label_predictor
1,0,Intern-S1-mini,Intern-S1-mini,1,1.0,1.0,0.0,mlp_label_predictor
1,1,Intern-S1-mini,Intern-S1-mini,40,1.0,1.0,0.0,mlp_label_predictor
1,2,Intern-S1-mini,Qwen2.5-Coder-7B-Instruct,1,1.0,1.0,0.0,mlp_label_predictor
1,3,Intern-S1-mini,DeepSeek-R1-Distill-Qwen-7B,12,1.0,1.0,0.0,mlp_label_predictor
1,4,Intern-S1-mini,Qwen3-8B,1,1.0,0.0,1.0,mlp_label_predictor
1,5,Intern-S1-mini,Qwen2.5-Coder-7B-Instruct,2,1.0,1.0,0.0,mlp_label_predictor
1,6,Intern-S1-mini,MiniCPM4.1-8B,10,1.0,1.0,0.0,mlp_label_predictor
1,7,Intern-S1-mini,Qwen3-8B,3,1.0,1.0,0.0,mlp_label_predictor
1,8,Intern-S1-mini,Qwen2.5-Coder-7B-Instruct,7,1.0,1.0,0.0,mlp_label_predictor
1,9,Intern-S1-mini,Llama-3.1-8B-Instruct,5,1.0,1.0,0.0,mlp_label_predictor
1,10,Intern-S1-mini,MiniCPM4.1-8B,8,1.0,1.0,0.0,mlp_label_predictor
1,11,Intern-S1-mini,MiniCPM4.1-8B,2,1.0,1.0,0.0,mlp_label_predictor
1,12,Intern-S1-mini,Llama-3.1-8B-Instruct,1,1.0,1.0,0.0,mlp_label_predictor
1,13,Intern-S1-mini,MiniCPM4.1-8B,4,1.0,1.0,0.0,mlp_label_predictor
1,14,Intern-S1-mini,Qwen3-8B,14,1.0,1.0,0.0,mlp_label_predictor
1,15,Intern-S1-mini,Qwen3-8B,2,1.0,1.0,0.0,mlp_label_predictor
2,1,Qwen2.5-Coder-7B-Instruct,Intern-S1-mini,2,1.0,0.0,1.0,mlp_label_predictor
2,5,Qwen2.5-Coder-7B-Instruct,Qwen2.5-Coder-7B-Instruct,2,1.0,1.0,0.0,mlp_label_predictor
2,6,Qwen2.5-Coder-7B-Instruct,MiniCPM4.1-8B,4,1.0,0.0,1.0,mlp_label_predictor
2,9,Qwen2.5-Coder-7B-Instruct,Llama-3.1-8B-Instruct,2,1.0,0.0,1.0,mlp_label_predictor
2,10,Qwen2.5-Coder-7B-Instruct,MiniCPM4.1-8B,3,1.0,0.0,1.0,mlp_label_predictor
2,11,Qwen2.5-Coder-7B-Instruct,MiniCPM4.1-8B,2,1.0,0.0,1.0,mlp_label_predictor
2,14,Qwen2.5-Coder-7B-Instruct,Qwen3-8B,2,1.0,0.0,1.0,mlp_label_predictor
2,15,Qwen2.5-Coder-7B-Instruct,Qwen3-8B,1,1.0,0.0,1.0,mlp_label_predictor
3,1,DeepSeek-R1-Distill-Qwen-7B,Intern-S1-mini,7,1.0,0.8571428571428571,0.14285714285714285,mlp_label_predictor
3,2,DeepSeek-R1-Distill-Qwen-7B,Qwen2.5-Coder-7B-Instruct,2,1.0,0.0,1.0,mlp_label_predictor
3,3,DeepSeek-R1-Distill-Qwen-7B,DeepSeek-R1-Distill-Qwen-7B,6,1.0,1.0,0.0,mlp_label_predictor
3,6,DeepSeek-R1-Distill-Qwen-7B,MiniCPM4.1-8B,6,1.0,0.5,0.5,mlp_label_predictor
3,8,DeepSeek-R1-Distill-Qwen-7B,Qwen2.5-Coder-7B-Instruct,5,1.0,0.0,1.0,mlp_label_predictor
3,9,DeepSeek-R1-Distill-Qwen-7B,Llama-3.1-8B-Instruct,1,1.0,0.0,1.0,mlp_label_predictor
3,10,DeepSeek-R1-Distill-Qwen-7B,MiniCPM4.1-8B,1,1.0,1.0,0.0,mlp_label_predictor
3,11,DeepSeek-R1-Distill-Qwen-7B,MiniCPM4.1-8B,1,1.0,1.0,0.0,mlp_label_predictor
3,13,DeepSeek-R1-Distill-Qwen-7B,MiniCPM4.1-8B,2,1.0,1.0,0.0,mlp_label_predictor
3,14,DeepSeek-R1-Distill-Qwen-7B,Qwen3-8B,8,1.0,0.875,0.125,mlp_label_predictor
3,15,DeepSeek-R1-Distill-Qwen-7B,Qwen3-8B,1,1.0,1.0,0.0,mlp_label_predictor
4,1,Qwen3-8B,Intern-S1-mini,4,1.0,0.0,1.0,mlp_label_predictor
4,2,Qwen3-8B,Qwen2.5-Coder-7B-Instruct,1,1.0,1.0,0.0,mlp_label_predictor
4,3,Qwen3-8B,DeepSeek-R1-Distill-Qwen-7B,2,1.0,0.5,0.5,mlp_label_predictor
4,4,Qwen3-8B,Qwen3-8B,1,1.0,1.0,0.0,mlp_label_predictor
4,5,Qwen3-8B,Qwen2.5-Coder-7B-Instruct,1,1.0,1.0,0.0,mlp_label_predictor
4,6,Qwen3-8B,MiniCPM4.1-8B,2,1.0,0.5,0.5,mlp_label_predictor
4,8,Qwen3-8B,Qwen2.5-Coder-7B-Instruct,1,1.0,1.0,0.0,mlp_label_predictor
4,10,Qwen3-8B,MiniCPM4.1-8B,1,1.0,0.0,1.0,mlp_label_predictor
4,11,Qwen3-8B,MiniCPM4.1-8B,1,1.0,0.0,1.0,mlp_label_predictor
4,14,Qwen3-8B,Qwen3-8B,3,1.0,1.0,0.0,mlp_label_predictor
5,0,Qwen2.5-Coder-7B-Instruct,Intern-S1-mini,1,1.0,0.0,1.0,mlp_label_predictor
5,1,Qwen2.5-Coder-7B-Instruct,Intern-S1-mini,7,1.0,0.42857142857142855,0.5714285714285714,mlp_label_predictor
5,2,Qwen2.5-Coder-7B-Instruct,Qwen2.5-Coder-7B-Instruct,2,1.0,1.0,0.0,mlp_label_predictor
5,6,Qwen2.5-Coder-7B-Instruct,MiniCPM4.1-8B,7,1.0,0.2857142857142857,0.7142857142857143,mlp_label_predictor
5,7,Qwen2.5-Coder-7B-Instruct,Qwen3-8B,2,1.0,0.0,1.0,mlp_label_predictor
5,12,Qwen2.5-Coder-7B-Instruct,Llama-3.1-8B-Instruct,1,1.0,1.0,0.0,mlp_label_predictor
5,13,Qwen2.5-Coder-7B-Instruct,MiniCPM4.1-8B,1,1.0,0.0,1.0,mlp_label_predictor
5,14,Qwen2.5-Coder-7B-Instruct,Qwen3-8B,3,1.0,0.0,1.0,mlp_label_predictor
6,0,MiniCPM4.1-8B,Intern-S1-mini,2,0.5,0.0,0.5,mlp_label_predictor
6,1,MiniCPM4.1-8B,Intern-S1-mini,13,0.23076923076923078,0.0,0.23076923076923078,mlp_label_predictor
6,2,MiniCPM4.1-8B,Qwen2.5-Coder-7B-Instruct,5,0.4,0.0,0.4,mlp_label_predictor
6,3,MiniCPM4.1-8B,DeepSeek-R1-Distill-Qwen-7B,5,0.2,0.0,0.2,mlp_label_predictor
6,4,MiniCPM4.1-8B,Qwen3-8B,1,0.0,0.0,0.0,mlp_label_predictor
6,6,MiniCPM4.1-8B,MiniCPM4.1-8B,20,0.1,0.1,0.0,mlp_label_predictor
6,7,MiniCPM4.1-8B,Qwen3-8B,3,0.0,0.0,0.0,mlp_label_predictor
6,8,MiniCPM4.1-8B,Qwen2.5-Coder-7B-Instruct,4,0.0,0.0,0.0,mlp_label_predictor
6,9,MiniCPM4.1-8B,Llama-3.1-8B-Instruct,2,0.0,0.0,0.0,mlp_label_predictor
6,10,MiniCPM4.1-8B,MiniCPM4.1-8B,2,0.0,0.0,0.0,mlp_label_predictor
6,12,MiniCPM4.1-8B,Llama-3.1-8B-Instruct,1,0.0,0.0,0.0,mlp_label_predictor
6,13,MiniCPM4.1-8B,MiniCPM4.1-8B,5,0.4,0.4,0.0,mlp_label_predictor
6,14,MiniCPM4.1-8B,Qwen3-8B,14,0.21428571428571427,0.0,0.21428571428571427,mlp_label_predictor
6,15,MiniCPM4.1-8B,Qwen3-8B,1,0.0,0.0,0.0,mlp_label_predictor
7,1,Qwen3-8B,Intern-S1-mini,3,1.0,0.6666666666666666,0.3333333333333333,mlp_label_predictor
7,2,Qwen3-8B,Qwen2.5-Coder-7B-Instruct,5,1.0,0.8,0.2,mlp_label_predictor
7,3,Qwen3-8B,DeepSeek-R1-Distill-Qwen-7B,1,1.0,0.0,1.0,mlp_label_predictor
7,4,Qwen3-8B,Qwen3-8B,1,1.0,1.0,0.0,mlp_label_predictor
7,5,Qwen3-8B,Qwen2.5-Coder-7B-Instruct,1,1.0,1.0,0.0,mlp_label_predictor
7,6,Qwen3-8B,MiniCPM4.1-8B,6,1.0,0.3333333333333333,0.6666666666666666,mlp_label_predictor
7,8,Qwen3-8B,Qwen2.5-Coder-7B-Instruct,3,1.0,0.3333333333333333,0.6666666666666666,mlp_label_predictor
7,9,Qwen3-8B,Llama-3.1-8B-Instruct,3,1.0,1.0,0.0,mlp_label_predictor
7,10,Qwen3-8B,MiniCPM4.1-8B,3,1.0,0.3333333333333333,0.6666666666666666,mlp_label_predictor
7,13,Qwen3-8B,MiniCPM4.1-8B,1,1.0,0.0,1.0,mlp_label_predictor
7,14,Qwen3-8B,Qwen3-8B,1,1.0,1.0,0.0,mlp_label_predictor
8,0,Qwen2.5-Coder-7B-Instruct,Intern-S1-mini,1,1.0,0.0,1.0,mlp_label_predictor
8,1,Qwen2.5-Coder-7B-Instruct,Intern-S1-mini,15,1.0,0.8,0.2,mlp_label_predictor
8,2,Qwen2.5-Coder-7B-Instruct,Qwen2.5-Coder-7B-Instruct,1,1.0,1.0,0.0,mlp_label_predictor
8,3,Qwen2.5-Coder-7B-Instruct,DeepSeek-R1-Distill-Qwen-7B,5,1.0,1.0,0.0,mlp_label_predictor
8,4,Qwen2.5-Coder-7B-Instruct,Qwen3-8B,3,1.0,1.0,0.0,mlp_label_predictor
8,5,Qwen2.5-Coder-7B-Instruct,Qwen2.5-Coder-7B-Instruct,1,1.0,1.0,0.0,mlp_label_predictor
8,6,Qwen2.5-Coder-7B-Instruct,MiniCPM4.1-8B,10,1.0,0.8,0.2,mlp_label_predictor
8,7,Qwen2.5-Coder-7B-Instruct,Qwen3-8B,1,1.0,1.0,0.0,mlp_label_predictor
8,8,Qwen2.5-Coder-7B-Instruct,Qwen2.5-Coder-7B-Instruct,4,1.0,1.0,0.0,mlp_label_predictor
8,9,Qwen2.5-Coder-7B-Instruct,Llama-3.1-8B-Instruct,2,1.0,0.0,1.0,mlp_label_predictor
8,10,Qwen2.5-Coder-7B-Instruct,MiniCPM4.1-8B,1,1.0,1.0,0.0,mlp_label_predictor
8,11,Qwen2.5-Coder-7B-Instruct,MiniCPM4.1-8B,1,1.0,1.0,0.0,mlp_label_predictor
8,13,Qwen2.5-Coder-7B-Instruct,MiniCPM4.1-8B,5,1.0,1.0,0.0,mlp_label_predictor
8,14,Qwen2.5-Coder-7B-Instruct,Qwen3-8B,8,1.0,0.875,0.125,mlp_label_predictor
8,15,Qwen2.5-Coder-7B-Instruct,Qwen3-8B,2,1.0,0.5,0.5,mlp_label_predictor
9,1,Llama-3.1-8B-Instruct,Intern-S1-mini,3,1.0,1.0,0.0,mlp_label_predictor
9,4,Llama-3.1-8B-Instruct,Qwen3-8B,1,1.0,1.0,0.0,mlp_label_predictor
9,6,Llama-3.1-8B-Instruct,MiniCPM4.1-8B,4,1.0,0.0,1.0,mlp_label_predictor
9,7,Llama-3.1-8B-Instruct,Qwen3-8B,3,1.0,1.0,0.0,mlp_label_predictor
9,8,Llama-3.1-8B-Instruct,Qwen2.5-Coder-7B-Instruct,5,1.0,1.0,0.0,mlp_label_predictor
9,9,Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct,5,1.0,1.0,0.0,mlp_label_predictor
9,10,Llama-3.1-8B-Instruct,MiniCPM4.1-8B,1,1.0,0.0,1.0,mlp_label_predictor
9,11,Llama-3.1-8B-Instruct,MiniCPM4.1-8B,1,1.0,0.0,1.0,mlp_label_predictor
9,13,Llama-3.1-8B-Instruct,MiniCPM4.1-8B,2,1.0,0.0,1.0,mlp_label_predictor
10,1,MiniCPM4.1-8B,Intern-S1-mini,4,1.0,0.0,1.0,mlp_label_predictor
10,2,MiniCPM4.1-8B,Qwen2.5-Coder-7B-Instruct,1,1.0,1.0,0.0,mlp_label_predictor
10,3,MiniCPM4.1-8B,DeepSeek-R1-Distill-Qwen-7B,4,1.0,1.0,0.0,mlp_label_predictor
10,4,MiniCPM4.1-8B,Qwen3-8B,1,1.0,1.0,0.0,mlp_label_predictor
10,5,MiniCPM4.1-8B,Qwen2.5-Coder-7B-Instruct,2,1.0,1.0,0.0,mlp_label_predictor
10,6,MiniCPM4.1-8B,MiniCPM4.1-8B,8,1.0,1.0,0.0,mlp_label_predictor
10,9,MiniCPM4.1-8B,Llama-3.1-8B-Instruct,8,1.0,1.0,0.0,mlp_label_predictor
10,10,MiniCPM4.1-8B,MiniCPM4.1-8B,2,1.0,1.0,0.0,mlp_label_predictor
10,12,MiniCPM4.1-8B,Llama-3.1-8B-Instruct,1,1.0,0.0,1.0,mlp_label_predictor
10,13,MiniCPM4.1-8B,MiniCPM4.1-8B,1,1.0,1.0,0.0,mlp_label_predictor
10,14,MiniCPM4.1-8B,Qwen3-8B,4,1.0,0.75,0.25,mlp_label_predictor
11,1,MiniCPM4.1-8B,Intern-S1-mini,5,1.0,1.0,0.0,mlp_label_predictor
11,3,MiniCPM4.1-8B,DeepSeek-R1-Distill-Qwen-7B,2,1.0,1.0,0.0,mlp_label_predictor
11,6,MiniCPM4.1-8B,MiniCPM4.1-8B,3,1.0,1.0,0.0,mlp_label_predictor
11,7,MiniCPM4.1-8B,Qwen3-8B,2,1.0,1.0,0.0,mlp_label_predictor
