method,method_role,baseline,split,query_id,benchmark,model_id
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,gsm8k:test:84,gsm8k,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,gsm8k:test:85,gsm8k,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,gsm8k:test:86,gsm8k,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,gsm8k:test:87,gsm8k,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,gsm8k:test:88,gsm8k,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,gsm8k:test:89,gsm8k,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,gsm8k:test:9,gsm8k,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,gsm8k:test:90,gsm8k,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,gsm8k:test:91,gsm8k,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,gsm8k:test:92,gsm8k,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,gsm8k:test:93,gsm8k,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,gsm8k:test:94,gsm8k,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,gsm8k:test:95,gsm8k,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,gsm8k:test:96,gsm8k,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,gsm8k:test:97,gsm8k,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,gsm8k:test:98,gsm8k,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,gsm8k:test:99,gsm8k,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,humaneval:test:81,humaneval,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,humaneval:test:82,humaneval,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,humaneval:test:83,humaneval,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,humaneval:test:84,humaneval,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,humaneval:test:85,humaneval,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,humaneval:test:86,humaneval,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,humaneval:test:87,humaneval,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,humaneval:test:88,humaneval,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,humaneval:test:89,humaneval,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,humaneval:test:9,humaneval,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,humaneval:test:90,humaneval,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,humaneval:test:91,humaneval,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,humaneval:test:92,humaneval,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,humaneval:test:93,humaneval,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,humaneval:test:94,humaneval,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,humaneval:test:95,humaneval,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,humaneval:test:96,humaneval,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,humaneval:test:97,humaneval,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,humaneval:test:98,humaneval,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,humaneval:test:99,humaneval,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,livemathbench:test:81,livemathbench,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,livemathbench:test:82,livemathbench,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,livemathbench:test:83,livemathbench,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,livemathbench:test:84,livemathbench,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,livemathbench:test:85,livemathbench,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,livemathbench:test:86,livemathbench,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,livemathbench:test:87,livemathbench,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,livemathbench:test:88,livemathbench,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,livemathbench:test:89,livemathbench,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,livemathbench:test:9,livemathbench,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,livemathbench:test:90,livemathbench,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,livemathbench:test:91,livemathbench,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,livemathbench:test:92,livemathbench,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,livemathbench:test:93,livemathbench,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,livemathbench:test:94,livemathbench,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,livemathbench:test:95,livemathbench,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,livemathbench:test:96,livemathbench,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,livemathbench:test:97,livemathbench,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,livemathbench:test:98,livemathbench,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,livemathbench:test:99,livemathbench,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,math500:test:81,math500,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,math500:test:82,math500,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,math500:test:83,math500,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,math500:test:84,math500,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,math500:test:85,math500,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,math500:test:86,math500,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,math500:test:87,math500,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,math500:test:88,math500,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,math500:test:89,math500,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,math500:test:9,math500,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,math500:test:90,math500,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,math500:test:91,math500,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,math500:test:92,math500,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,math500:test:93,math500,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,math500:test:94,math500,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,math500:test:95,math500,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,math500:test:96,math500,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,math500:test:97,math500,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,math500:test:98,math500,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,math500:test:99,math500,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,mbpp:test:81,mbpp,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,mbpp:test:82,mbpp,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,mbpp:test:83,mbpp,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,mbpp:test:84,mbpp,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,mbpp:test:85,mbpp,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,mbpp:test:86,mbpp,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,mbpp:test:87,mbpp,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,mbpp:test:88,mbpp,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,mbpp:test:89,mbpp,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,mbpp:test:9,mbpp,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,mbpp:test:90,mbpp,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,mbpp:test:91,mbpp,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,mbpp:test:92,mbpp,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,mbpp:test:93,mbpp,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,mbpp:test:94,mbpp,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,mbpp:test:95,mbpp,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,mbpp:test:96,mbpp,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,mbpp:test:97,mbpp,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,mbpp:test:98,mbpp,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,mbpp:test:99,mbpp,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,mmlupro:test_1000:81,mmlupro,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,mmlupro:test_1000:82,mmlupro,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,mmlupro:test_1000:83,mmlupro,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,mmlupro:test_1000:84,mmlupro,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,mmlupro:test_1000:85,mmlupro,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,mmlupro:test_1000:86,mmlupro,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,mmlupro:test_1000:87,mmlupro,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,mmlupro:test_1000:88,mmlupro,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,mmlupro:test_1000:89,mmlupro,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,mmlupro:test_1000:9,mmlupro,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,mmlupro:test_1000:90,mmlupro,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,mmlupro:test_1000:91,mmlupro,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,mmlupro:test_1000:92,mmlupro,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,mmlupro:test_1000:93,mmlupro,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,mmlupro:test_1000:94,mmlupro,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,mmlupro:test_1000:95,mmlupro,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,mmlupro:test_1000:96,mmlupro,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,mmlupro:test_1000:97,mmlupro,gemini-3.5-flash-strong-solve
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,mmlupro:test_1000:98,mmlupro,qwen3-32b-awq-local
routellm_pairwise_mf_adapter,literature_baseline,routellm_mf,test,mmlupro:test_1000:99,mmlupro,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,aime:hybrid:42,aime,gemini-3.5-flash
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,aime:hybrid:43,aime,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,aime:hybrid:44,aime,gemini-3.5-flash
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,aime:hybrid:45,aime,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,aime:hybrid:46,aime,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,aime:hybrid:47,aime,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,aime:hybrid:48,aime,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,aime:hybrid:49,aime,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,aime:hybrid:5,aime,gemini-3.5-flash
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,aime:hybrid:50,aime,gemini-3.5-flash
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,aime:hybrid:51,aime,gemini-3.5-flash
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,aime:hybrid:52,aime,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,bbh:test:63,bbh,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,bbh:test:64,bbh,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,bbh:test:65,bbh,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,bbh:test:66,bbh,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,bbh:test:67,bbh,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,bbh:test:68,bbh,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,bbh:test:69,bbh,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,bbh:test:7,bbh,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,bbh:test:70,bbh,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,bbh:test:71,bbh,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,bbh:test:72,bbh,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,bbh:test:73,bbh,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,bbh:test:74,bbh,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,bbh:test:75,bbh,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,bbh:test:76,bbh,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,bbh:test:77,bbh,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,bbh:test:78,bbh,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,bbh:test:79,bbh,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,bbh:test:8,bbh,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,bbh:test:80,bbh,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,gpqa:test:63,gpqa,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,gpqa:test:64,gpqa,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,gpqa:test:65,gpqa,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,gpqa:test:66,gpqa,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,gpqa:test:67,gpqa,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,gpqa:test:68,gpqa,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,gpqa:test:69,gpqa,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,gpqa:test:7,gpqa,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,gpqa:test:70,gpqa,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,gpqa:test:71,gpqa,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,gpqa:test:72,gpqa,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,gpqa:test:73,gpqa,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,gpqa:test:74,gpqa,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,gpqa:test:75,gpqa,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,gpqa:test:76,gpqa,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,gpqa:test:77,gpqa,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,gpqa:test:78,gpqa,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,gpqa:test:79,gpqa,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,gpqa:test:8,gpqa,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,gpqa:test:80,gpqa,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,gsm8k:test:63,gsm8k,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,gsm8k:test:64,gsm8k,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,gsm8k:test:65,gsm8k,gemini-3.5-flash
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,gsm8k:test:66,gsm8k,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,gsm8k:test:67,gsm8k,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,gsm8k:test:68,gsm8k,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,gsm8k:test:69,gsm8k,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,gsm8k:test:7,gsm8k,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,gsm8k:test:70,gsm8k,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,gsm8k:test:71,gsm8k,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,gsm8k:test:72,gsm8k,gemini-3.5-flash
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,gsm8k:test:73,gsm8k,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,gsm8k:test:74,gsm8k,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,gsm8k:test:75,gsm8k,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,gsm8k:test:76,gsm8k,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,gsm8k:test:77,gsm8k,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,gsm8k:test:78,gsm8k,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,gsm8k:test:79,gsm8k,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,gsm8k:test:8,gsm8k,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,gsm8k:test:80,gsm8k,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,humaneval:test:63,humaneval,qwen3-32b-awq-local
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,humaneval:test:64,humaneval,qwen3-32b-awq-local
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,humaneval:test:65,humaneval,qwen3-32b-awq-local
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,humaneval:test:66,humaneval,qwen3-32b-awq-local
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,humaneval:test:67,humaneval,qwen3-32b-awq-local
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,humaneval:test:68,humaneval,qwen3-32b-awq-local
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,humaneval:test:69,humaneval,qwen3-32b-awq-local
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,humaneval:test:7,humaneval,qwen3-32b-awq-local
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,humaneval:test:70,humaneval,qwen3-32b-awq-local
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,humaneval:test:71,humaneval,qwen3-32b-awq-local
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,humaneval:test:72,humaneval,qwen3-32b-awq-local
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,humaneval:test:73,humaneval,qwen3-32b-awq-local
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,humaneval:test:74,humaneval,qwen3-32b-awq-local
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,humaneval:test:75,humaneval,qwen3-32b-awq-local
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,humaneval:test:76,humaneval,qwen3-32b-awq-local
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,humaneval:test:77,humaneval,qwen3-32b-awq-local
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,humaneval:test:78,humaneval,qwen3-32b-awq-local
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,humaneval:test:79,humaneval,qwen3-32b-awq-local
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,humaneval:test:8,humaneval,qwen3-32b-awq-local
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,humaneval:test:80,humaneval,qwen3-32b-awq-local
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,livemathbench:test:63,livemathbench,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,livemathbench:test:64,livemathbench,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,livemathbench:test:65,livemathbench,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,livemathbench:test:66,livemathbench,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,livemathbench:test:67,livemathbench,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,livemathbench:test:68,livemathbench,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,livemathbench:test:69,livemathbench,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,livemathbench:test:7,livemathbench,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,livemathbench:test:70,livemathbench,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,livemathbench:test:71,livemathbench,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,livemathbench:test:72,livemathbench,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,livemathbench:test:73,livemathbench,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,livemathbench:test:74,livemathbench,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,livemathbench:test:75,livemathbench,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,livemathbench:test:76,livemathbench,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,livemathbench:test:77,livemathbench,gemini-3.5-flash-strong-solve
llmrouter_knn_fallback_k63,literature_baseline,graphrouter,val,livemathbench:test:78,livemathbench,gemini-3.5-flash-strong-solve
