method,method_role,lambda_cost,frontier_price_multiplier,n_queries,mean_quality,mean_utility,oracle_mean_utility,utility_gap_to_oracle,oracle_utility_ratio,remote_cost_per_1k_queries,mean_normalized_cost,frontier_call_rate,selected_actions_json
cost_aware_oracle,oracle,0.35,1.0,172,0.872093023255814,0.8462551670711981,0.8462551670711981,0.0,1.0,0.5323662790697657,0.0738224462417602,0.1395348837209302,"{""deterministic_math_tool"": 15, ""gemini-3.5-flash"": 9, ""gemini-3.5-flash-strong-solve"": 11, ""gpt-5.5"": 4, ""qwen3-14b-awq-local"": 33, ""qwen3-32b-awq-local"": 6, ""qwen3-32b-awq-selfconsistency-n3-local"": 1, ""qwen3-4b-local"": 82, ""qwen3-8b-local"": 11}"
frozen_routecode_state_action_table,frozen_state_policy,0.35,1.0,172,0.7906976744186046,0.6723237120138991,0.8462551670711981,0.173931455057299,0.7944692548711308,2.4389912790697643,0.3382113211563015,0.5523255813953488,"{""deterministic_math_tool"": 14, ""gemini-3.5-flash-strong-solve"": 95, ""qwen3-14b-awq-local"": 11, ""qwen3-32b-awq-local"": 52}"
all_qwen3-32b-awq-local,local_model,0.35,1.0,172,0.4767441860465116,0.4767441860465116,0.8462551670711981,0.3695109810246864,0.5633574890850879,0.0,0.0,0.0,"{""qwen3-32b-awq-local"": 172}"
best_local_single_model,local_reference,0.35,1.0,172,0.4767441860465116,0.4767441860465116,0.8462551670711981,0.3695109810246864,0.5633574890850879,0.0,0.0,0.0,"{""qwen3-32b-awq-local"": 172}"
all_gemini-3.5-flash-strong-solve,all_gemini,0.35,1.0,172,0.6976744186046512,0.472735489190155,0.8462551670711981,0.373519677881043,0.558620505475014,4.63466860465116,0.6426826554699889,1.0,"{""gemini-3.5-flash-strong-solve"": 172}"
all_qwen3-14b-awq-local,local_model,0.35,1.0,172,0.4651162790697674,0.4651162790697674,0.8462551670711981,0.3811388880014306,0.5496170625220369,0.0,0.0,0.0,"{""qwen3-14b-awq-local"": 172}"
all_qwen3-32b-awq-selfconsistency-n3-local,local_model,0.35,1.0,172,0.4011627906976744,0.4011627906976744,0.8462551670711981,0.4450923763735236,0.4740447164252568,0.0,0.0,0.0,"{""qwen3-32b-awq-selfconsistency-n3-local"": 172}"
all_qwen3-4b-local,local_model,0.35,1.0,170,0.3529411764705882,0.3529411764705882,0.8462551670711981,0.4933139906006098,0.4170623592078986,0.0,0.0,0.0,"{""qwen3-4b-local"": 170}"
all_gemini-3.5-flash,all_gemini,0.35,1.0,172,0.3430232558139535,0.3162926000730766,0.8462551670711981,0.5299625669981215,0.3737555909616867,0.5507616279069768,0.0763733021167911,1.0,"{""gemini-3.5-flash"": 172}"
all_qwen3-8b-local,local_model,0.35,1.0,172,0.2616279069767442,0.2616279069767442,0.8462551670711981,0.5846272600944539,0.3091595976686457,0.0,0.0,0.0,"{""qwen3-8b-local"": 172}"
all_gpt-5.5,all_gpt,0.35,1.0,172,0.5930232558139535,0.227084074861204,0.8462551670711981,0.619171092209994,0.2683399566671109,7.539854651162791,1.0455405170078556,1.0,"{""gpt-5.5"": 172}"
all_deterministic_math_tool,local_model,0.35,1.0,172,0.0930232558139534,0.0930232558139534,0.8462551670711981,0.7532319112572445,0.1099234125044073,0.0,0.0,0.0,"{""deterministic_math_tool"": 172}"
cost_aware_oracle,oracle,0.35,2.0,172,0.8662790697674418,0.8211582669089355,0.8211582669089355,0.0,1.0,0.9296744186046476,0.1289165795957323,0.1337209302325581,"{""deterministic_math_tool"": 15, ""gemini-3.5-flash"": 9, ""gemini-3.5-flash-strong-solve"": 11, ""gpt-5.5"": 3, ""qwen3-14b-awq-local"": 33, ""qwen3-32b-awq-local"": 6, ""qwen3-32b-awq-selfconsistency-n3-local"": 1, ""qwen3-4b-local"": 83, ""qwen3-8b-local"": 11}"
frozen_routecode_state_action_table,frozen_state_policy,0.35,2.0,172,0.6918604651162791,0.6817927674652594,0.8211582669089355,0.139365499443676,0.8302818043003014,0.2074360465116279,0.0287648504314848,0.3197674418604651,"{""deterministic_math_tool"": 14, ""gemini-3.5-flash"": 55, ""qwen3-14b-awq-local"": 51, ""qwen3-32b-awq-local"": 52}"
all_qwen3-32b-awq-local,local_model,0.35,2.0,172,0.4767441860465116,0.4767441860465116,0.8211582669089355,0.3444140808624238,0.5805752742904328,0.0,0.0,0.0,"{""qwen3-32b-awq-local"": 172}"
best_local_single_model,local_reference,0.35,2.0,172,0.4767441860465116,0.4767441860465116,0.8211582669089355,0.3444140808624238,0.5805752742904328,0.0,0.0,0.0,"{""qwen3-32b-awq-local"": 172}"
all_qwen3-14b-awq-local,local_model,0.35,2.0,172,0.4651162790697674,0.4651162790697674,0.8211582669089355,0.356041987839168,0.5664149017467637,0.0,0.0,0.0,"{""qwen3-14b-awq-local"": 172}"
all_qwen3-32b-awq-selfconsistency-n3-local,local_model,0.35,2.0,172,0.4011627906976744,0.4011627906976744,0.8211582669089355,0.419995476211261,0.4885328527565837,0.0,0.0,0.0,"{""qwen3-32b-awq-selfconsistency-n3-local"": 172}"
all_qwen3-4b-local,local_model,0.35,2.0,170,0.3529411764705882,0.3529411764705882,0.8211582669089355,0.4682170904383472,0.4298089548548972,0.0,0.0,0.0,"{""qwen3-4b-local"": 170}"
all_gemini-3.5-flash,all_gemini,0.35,2.0,172,0.3430232558139535,0.2895619443321997,0.8211582669089355,0.5315963225767357,0.3526262305343282,1.1015232558139536,0.1527466042335823,1.0,"{""gemini-3.5-flash"": 172}"
all_qwen3-8b-local,local_model,0.35,2.0,172,0.2616279069767442,0.2616279069767442,0.8211582669089355,0.5595303599321912,0.3186083822325546,0.0,0.0,0.0,"{""qwen3-8b-local"": 172}"
all_gemini-3.5-flash-strong-solve,all_gemini,0.35,2.0,172,0.6976744186046512,0.2477965597756589,0.8211582669089355,0.5733617071332765,0.3017646777258092,9.26933720930232,1.285365310939978,1.0,"{""gemini-3.5-flash-strong-solve"": 172}"
all_deterministic_math_tool,local_model,0.35,2.0,172,0.0930232558139534,0.0930232558139534,0.8211582669089355,0.728135011094982,0.1132829803493527,0.0,0.0,0.0,"{""deterministic_math_tool"": 172}"
all_gpt-5.5,all_gpt,0.35,2.0,172,0.5930232558139535,-0.1388551060915454,0.8211582669089355,0.9600133730004808,-0.1690966427388401,15.079709302325584,2.091081034015711,1.0,"{""gpt-5.5"": 172}"
cost_aware_oracle,oracle,0.35,5.0,172,0.8023255813953488,0.7878182940419183,0.7878182940419183,0.0,1.0,0.2989098837209302,0.0414493924383731,0.0697674418604651,"{""deterministic_math_tool"": 15, ""gemini-3.5-flash"": 9, ""gemini-3.5-flash-strong-solve"": 3, ""qwen3-14b-awq-local"": 33, ""qwen3-32b-awq-local"": 6, ""qwen3-32b-awq-selfconsistency-n3-local"": 1, ""qwen3-4b-local"": 94, ""qwen3-8b-local"": 11}"
frozen_routecode_state_action_table,frozen_state_policy,0.35,5.0,172,0.6918604651162791,0.6666912209887298,0.7878182940419183,0.1211270730531884,0.8462499868697596,0.5185901162790698,0.0719121260787121,0.3197674418604651,"{""deterministic_math_tool"": 14, ""gemini-3.5-flash"": 55, ""qwen3-14b-awq-local"": 51, ""qwen3-32b-awq-local"": 52}"
all_qwen3-32b-awq-local,local_model,0.35,5.0,172,0.4767441860465116,0.4767441860465116,0.7878182940419183,0.3110741079954066,0.6051448533907046,0.0,0.0,0.0,"{""qwen3-32b-awq-local"": 172}"
best_local_single_model,local_reference,0.35,5.0,172,0.4767441860465116,0.4767441860465116,0.7878182940419183,0.3110741079954066,0.6051448533907046,0.0,0.0,0.0,"{""qwen3-32b-awq-local"": 172}"
all_qwen3-14b-awq-local,local_model,0.35,5.0,172,0.4651162790697674,0.4651162790697674,0.7878182940419183,0.3227020149721508,0.5903852228201996,0.0,0.0,0.0,"{""qwen3-14b-awq-local"": 172}"
all_qwen3-32b-awq-selfconsistency-n3-local,local_model,0.35,5.0,172,0.4011627906976744,0.4011627906976744,0.7878182940419183,0.3866555033442438,0.5092072546824221,0.0,0.0,0.0,"{""qwen3-32b-awq-selfconsistency-n3-local"": 172}"
all_qwen3-4b-local,local_model,0.35,5.0,170,0.3529411764705882,0.3529411764705882,0.7878182940419183,0.43487711757133,0.447998198492975,0.0,0.0,0.0,"{""qwen3-4b-local"": 170}"
all_qwen3-8b-local,local_model,0.35,5.0,172,0.2616279069767442,0.2616279069767442,0.7878182940419183,0.5261903870651741,0.3320916878363623,0.0,0.0,0.0,"{""qwen3-8b-local"": 172}"
all_gemini-3.5-flash,all_gemini,0.35,5.0,172,0.3430232558139535,0.209369977109569,0.7878182940419183,0.5784483169323492,0.2657592222635399,2.753808139534884,0.3818665105839556,1.0,"{""gemini-3.5-flash"": 172}"
all_deterministic_math_tool,local_model,0.35,5.0,172,0.0930232558139534,0.0930232558139534,0.7878182940419183,0.6947950382279648,0.1180770445640399,0.0,0.0,0.0,"{""deterministic_math_tool"": 172}"
all_gemini-3.5-flash-strong-solve,all_gemini,0.35,5.0,172,0.6976744186046512,-0.4270202284678294,0.7878182940419183,1.2148385225097478,-0.5420288303753309,23.1733430232558,3.2134132773499453,1.0,"{""gemini-3.5-flash-strong-solve"": 172}"
all_gpt-5.5,all_gpt,0.35,5.0,172,0.5930232558139535,-1.2366726489497937,0.7878182940419183,2.024490942991712,-1.5697435034226217,37.69927325581395,5.227702585039278,1.0,"{""gpt-5.5"": 172}"
cost_aware_oracle,oracle,0.7,0.5,172,0.872093023255814,0.8462551670711981,0.8462551670711981,0.0,1.0,0.2661831395348829,0.0369112231208801,0.1395348837209302,"{""deterministic_math_tool"": 15, ""gemini-3.5-flash"": 9, ""gemini-3.5-flash-strong-solve"": 11, ""gpt-5.5"": 4, ""qwen3-14b-awq-local"": 33, ""qwen3-32b-awq-local"": 6, ""qwen3-32b-awq-selfconsistency-n3-local"": 1, ""qwen3-4b-local"": 82, ""qwen3-8b-local"": 11}"
frozen_routecode_state_action_table,frozen_state_policy,0.7,0.5,172,0.7906976744186046,0.6723237120138991,0.8462551670711981,0.173931455057299,0.7944692548711308,1.2194956395348822,0.1691056605781507,0.5523255813953488,"{""deterministic_math_tool"": 14, ""gemini-3.5-flash-strong-solve"": 95, ""qwen3-14b-awq-local"": 11, ""qwen3-32b-awq-local"": 52}"
all_qwen3-32b-awq-local,local_model,0.7,0.5,172,0.4767441860465116,0.4767441860465116,0.8462551670711981,0.3695109810246864,0.5633574890850879,0.0,0.0,0.0,"{""qwen3-32b-awq-local"": 172}"
best_local_single_model,local_reference,0.7,0.5,172,0.4767441860465116,0.4767441860465116,0.8462551670711981,0.3695109810246864,0.5633574890850879,0.0,0.0,0.0,"{""qwen3-32b-awq-local"": 172}"
all_gemini-3.5-flash-strong-solve,all_gemini,0.7,0.5,172,0.6976744186046512,0.472735489190155,0.8462551670711981,0.373519677881043,0.558620505475014,2.31733430232558,0.3213413277349944,1.0,"{""gemini-3.5-flash-strong-solve"": 172}"
all_qwen3-14b-awq-local,local_model,0.7,0.5,172,0.4651162790697674,0.4651162790697674,0.8462551670711981,0.3811388880014306,0.5496170625220369,0.0,0.0,0.0,"{""qwen3-14b-awq-local"": 172}"
all_qwen3-32b-awq-selfconsistency-n3-local,local_model,0.7,0.5,172,0.4011627906976744,0.4011627906976744,0.8462551670711981,0.4450923763735236,0.4740447164252568,0.0,0.0,0.0,"{""qwen3-32b-awq-selfconsistency-n3-local"": 172}"
all_qwen3-4b-local,local_model,0.7,0.5,170,0.3529411764705882,0.3529411764705882,0.8462551670711981,0.4933139906006098,0.4170623592078986,0.0,0.0,0.0,"{""qwen3-4b-local"": 170}"
all_gemini-3.5-flash,all_gemini,0.7,0.5,172,0.3430232558139535,0.3162926000730766,0.8462551670711981,0.5299625669981215,0.3737555909616867,0.2753808139534884,0.0381866510583955,1.0,"{""gemini-3.5-flash"": 172}"
all_qwen3-8b-local,local_model,0.7,0.5,172,0.2616279069767442,0.2616279069767442,0.8462551670711981,0.5846272600944539,0.3091595976686457,0.0,0.0,0.0,"{""qwen3-8b-local"": 172}"
all_gpt-5.5,all_gpt,0.7,0.5,172,0.5930232558139535,0.227084074861204,0.8462551670711981,0.619171092209994,0.2683399566671109,3.769927325581396,0.5227702585039278,1.0,"{""gpt-5.5"": 172}"
all_deterministic_math_tool,local_model,0.7,0.5,172,0.0930232558139534,0.0930232558139534,0.8462551670711981,0.7532319112572445,0.1099234125044073,0.0,0.0,0.0,"{""deterministic_math_tool"": 172}"
cost_aware_oracle,oracle,0.7,1.0,172,0.8662790697674418,0.8211582669089355,0.8211582669089355,0.0,1.0,0.4648372093023238,0.0644582897978661,0.1337209302325581,"{""deterministic_math_tool"": 15, ""gemini-3.5-flash"": 9, ""gemini-3.5-flash-strong-solve"": 11, ""gpt-5.5"": 3, ""qwen3-14b-awq-local"": 33, ""qwen3-32b-awq-local"": 6, ""qwen3-32b-awq-selfconsistency-n3-local"": 1, ""qwen3-4b-local"": 83, ""qwen3-8b-local"": 11}"
frozen_routecode_state_action_table,frozen_state_policy,0.7,1.0,172,0.6918604651162791,0.6817927674652594,0.8211582669089355,0.139365499443676,0.8302818043003014,0.1037180232558139,0.0143824252157424,0.3197674418604651,"{""deterministic_math_tool"": 14, ""gemini-3.5-flash"": 55, ""qwen3-14b-awq-local"": 51, ""qwen3-32b-awq-local"": 52}"
all_qwen3-32b-awq-local,local_model,0.7,1.0,172,0.4767441860465116,0.4767441860465116,0.8211582669089355,0.3444140808624238,0.5805752742904328,0.0,0.0,0.0,"{""qwen3-32b-awq-local"": 172}"
best_local_single_model,local_reference,0.7,1.0,172,0.4767441860465116,0.4767441860465116,0.8211582669089355,0.3444140808624238,0.5805752742904328,0.0,0.0,0.0,"{""qwen3-32b-awq-local"": 172}"
all_qwen3-14b-awq-local,local_model,0.7,1.0,172,0.4651162790697674,0.4651162790697674,0.8211582669089355,0.356041987839168,0.5664149017467637,0.0,0.0,0.0,"{""qwen3-14b-awq-local"": 172}"
all_qwen3-32b-awq-selfconsistency-n3-local,local_model,0.7,1.0,172,0.4011627906976744,0.4011627906976744,0.8211582669089355,0.419995476211261,0.4885328527565837,0.0,0.0,0.0,"{""qwen3-32b-awq-selfconsistency-n3-local"": 172}"
all_qwen3-4b-local,local_model,0.7,1.0,170,0.3529411764705882,0.3529411764705882,0.8211582669089355,0.4682170904383472,0.4298089548548972,0.0,0.0,0.0,"{""qwen3-4b-local"": 170}"
all_gemini-3.5-flash,all_gemini,0.7,1.0,172,0.3430232558139535,0.2895619443321997,0.8211582669089355,0.5315963225767357,0.3526262305343282,0.5507616279069768,0.0763733021167911,1.0,"{""gemini-3.5-flash"": 172}"
all_qwen3-8b-local,local_model,0.7,1.0,172,0.2616279069767442,0.2616279069767442,0.8211582669089355,0.5595303599321912,0.3186083822325546,0.0,0.0,0.0,"{""qwen3-8b-local"": 172}"
all_gemini-3.5-flash-strong-solve,all_gemini,0.7,1.0,172,0.6976744186046512,0.2477965597756589,0.8211582669089355,0.5733617071332765,0.3017646777258092,4.63466860465116,0.6426826554699889,1.0,"{""gemini-3.5-flash-strong-solve"": 172}"
all_deterministic_math_tool,local_model,0.7,1.0,172,0.0930232558139534,0.0930232558139534,0.8211582669089355,0.728135011094982,0.1132829803493527,0.0,0.0,0.0,"{""deterministic_math_tool"": 172}"
all_gpt-5.5,all_gpt,0.7,1.0,172,0.5930232558139535,-0.1388551060915454,0.8211582669089355,0.9600133730004808,-0.1690966427388401,7.539854651162791,1.0455405170078556,1.0,"{""gpt-5.5"": 172}"
cost_aware_oracle,oracle,0.7,2.0,172,0.813953488372093,0.7908332530870809,0.7908332530870809,0.0,1.0,0.2381860465116267,0.0330289075500172,0.0813953488372093,"{""deterministic_math_tool"": 15, ""gemini-3.5-flash"": 9, ""gemini-3.5-flash-strong-solve"": 5, ""qwen3-14b-awq-local"": 33, ""qwen3-32b-awq-local"": 6, ""qwen3-32b-awq-selfconsistency-n3-local"": 1, ""qwen3-4b-local"": 92, ""qwen3-8b-local"": 11}"
frozen_routecode_state_action_table,frozen_state_policy,0.7,2.0,172,0.6918604651162791,0.6717250698142396,0.7908332530870809,0.1191081832728412,0.8493890048149937,0.2074360465116279,0.0287648504314848,0.3197674418604651,"{""deterministic_math_tool"": 14, ""gemini-3.5-flash"": 55, ""qwen3-14b-awq-local"": 51, ""qwen3-32b-awq-local"": 52}"
all_qwen3-32b-awq-local,local_model,0.7,2.0,172,0.4767441860465116,0.4767441860465116,0.7908332530870809,0.3140890670405692,0.6028378095957683,0.0,0.0,0.0,"{""qwen3-32b-awq-local"": 172}"
best_local_single_model,local_reference,0.7,2.0,172,0.4767441860465116,0.4767441860465116,0.7908332530870809,0.3140890670405692,0.6028378095957683,0.0,0.0,0.0,"{""qwen3-32b-awq-local"": 172}"
all_qwen3-14b-awq-local,local_model,0.7,2.0,172,0.4651162790697674,0.4651162790697674,0.7908332530870809,0.3257169740173134,0.5881344483861153,0.0,0.0,0.0,"{""qwen3-14b-awq-local"": 172}"
all_qwen3-32b-awq-selfconsistency-n3-local,local_model,0.7,2.0,172,0.4011627906976744,0.4011627906976744,0.7908332530870809,0.3896704623894064,0.5072659617330245,0.0,0.0,0.0,"{""qwen3-32b-awq-selfconsistency-n3-local"": 172}"
all_qwen3-4b-local,local_model,0.7,2.0,170,0.3529411764705882,0.3529411764705882,0.7908332530870809,0.4378920766164926,0.4462902578929934,0.0,0.0,0.0,"{""qwen3-4b-local"": 170}"
all_qwen3-8b-local,local_model,0.7,2.0,172,0.2616279069767442,0.2616279069767442,0.7908332530870809,0.5292053461103366,0.3308256272171899,0.0,0.0,0.0,"{""qwen3-8b-local"": 172}"
all_gemini-3.5-flash,all_gemini,0.7,2.0,172,0.3430232558139535,0.2361006328504459,0.7908332530870809,0.5547326202366349,0.298546668249986,1.1015232558139536,0.1527466042335823,1.0,"{""gemini-3.5-flash"": 172}"
all_deterministic_math_tool,local_model,0.7,2.0,172,0.0930232558139534,0.0930232558139534,0.7908332530870809,0.6978099972731273,0.117626889677223,0.0,0.0,0.0,"{""deterministic_math_tool"": 172}"
all_gemini-3.5-flash-strong-solve,all_gemini,0.7,2.0,172,0.6976744186046512,-0.2020812990533333,0.7908332530870809,0.9929145521404142,-0.2555295926979459,9.26933720930232,1.285365310939978,1.0,"{""gemini-3.5-flash-strong-solve"": 172}"
all_gpt-5.5,all_gpt,0.7,2.0,172,0.5930232558139535,-0.8707334679970442,0.7908332530870809,1.661566721084125,-1.101032947967307,15.079709302325584,2.091081034015711,1.0,"{""gpt-5.5"": 172}"
cost_aware_oracle,oracle,0.7,5.0,172,0.7965116279069767,0.776034237326117,0.776034237326117,0.0,1.0,0.2109593023255813,0.0292534151155141,0.063953488372093,"{""deterministic_math_tool"": 15, ""gemini-3.5-flash"": 9, ""gemini-3.5-flash-strong-solve"": 2, ""qwen3-14b-awq-local"": 33, ""qwen3-32b-awq-local"": 6, ""qwen3-32b-awq-selfconsistency-n3-local"": 1, ""qwen3-4b-local"": 95, ""qwen3-8b-local"": 11}"
frozen_routecode_state_action_table,frozen_state_policy,0.7,5.0,172,0.6918604651162791,0.6415219768611805,0.776034237326117,0.1345122604649364,0.8266671056570798,0.5185901162790698,0.0719121260787121,0.3197674418604651,"{""deterministic_math_tool"": 14, ""gemini-3.5-flash"": 55, ""qwen3-14b-awq-local"": 51, ""qwen3-32b-awq-local"": 52}"
all_qwen3-32b-awq-local,local_model,0.7,5.0,172,0.4767441860465116,0.4767441860465116,0.776034237326117,0.2992900512796053,0.6143339599154398,0.0,0.0,0.0,"{""qwen3-32b-awq-local"": 172}"
best_local_single_model,local_reference,0.7,5.0,172,0.4767441860465116,0.4767441860465116,0.776034237326117,0.2992900512796053,0.6143339599154398,0.0,0.0,0.0,"{""qwen3-32b-awq-local"": 172}"
all_qwen3-14b-awq-local,local_model,0.7,5.0,172,0.4651162790697674,0.4651162790697674,0.776034237326117,0.3109179582563495,0.599350204795551,0.0,0.0,0.0,"{""qwen3-14b-awq-local"": 172}"
all_qwen3-32b-awq-selfconsistency-n3-local,local_model,0.7,5.0,172,0.4011627906976744,0.4011627906976744,0.776034237326117,0.3748714466284426,0.5169395516361627,0.0,0.0,0.0,"{""qwen3-32b-awq-selfconsistency-n3-local"": 172}"
all_qwen3-4b-local,local_model,0.7,5.0,170,0.3529411764705882,0.3529411764705882,0.776034237326117,0.4230930608555287,0.454801037756624,0.0,0.0,0.0,"{""qwen3-4b-local"": 170}"
all_qwen3-8b-local,local_model,0.7,5.0,172,0.2616279069767442,0.2616279069767442,0.776034237326117,0.5144063303493728,0.3371344901974974,0.0,0.0,0.0,"{""qwen3-8b-local"": 172}"
all_deterministic_math_tool,local_model,0.7,5.0,172,0.0930232558139534,0.0930232558139534,0.776034237326117,0.6830109815121634,0.1198700409591102,0.0,0.0,0.0,"{""deterministic_math_tool"": 172}"
all_gemini-3.5-flash,all_gemini,0.7,5.0,172,0.3430232558139535,0.0757166984051845,0.776034237326117,0.7003175389209324,0.0975687601955192,2.753808139534884,0.3818665105839556,1.0,"{""gemini-3.5-flash"": 172}"
all_gemini-3.5-flash-strong-solve,all_gemini,0.7,5.0,172,0.6976744186046512,-1.55171487554031,0.776034237326117,2.327749112866427,-1.999544351144684,23.1733430232558,3.2134132773499453,1.0,"{""gemini-3.5-flash-strong-solve"": 172}"
all_gpt-5.5,all_gpt,0.7,5.0,172,0.5930232558139535,-3.066368553713541,0.776034237326117,3.842402791039658,-3.951331534390724,37.69927325581395,5.227702585039278,1.0,"{""gpt-5.5"": 172}"
cost_aware_oracle,oracle,1.0,0.5,172,0.872093023255814,0.8351818001349339,0.8351818001349339,0.0,1.0,0.2661831395348829,0.0369112231208801,0.1395348837209302,"{""deterministic_math_tool"": 15, ""gemini-3.5-flash"": 9, ""gemini-3.5-flash-strong-solve"": 11, ""gpt-5.5"": 4, ""qwen3-14b-awq-local"": 33, ""qwen3-32b-awq-local"": 6, ""qwen3-32b-awq-selfconsistency-n3-local"": 1, ""qwen3-4b-local"": 82, ""qwen3-8b-local"": 11}"
frozen_routecode_state_action_table,frozen_state_policy,1.0,0.5,172,0.75,0.666985725204133,0.8351818001349339,0.1681960749308009,0.7986114222033732,0.5986526162790688,0.0830142747958669,0.5523255813953488,"{""deterministic_math_tool"": 14, ""gemini-3.5-flash"": 55, ""gemini-3.5-flash-strong-solve"": 40, ""qwen3-14b-awq-local"": 11, ""qwen3-32b-awq-local"": 52}"
all_qwen3-32b-awq-local,local_model,1.0,0.5,172,0.4767441860465116,0.4767441860465116,0.8351818001349339,0.3584376140884223,0.5708268379046187,0.0,0.0,0.0,"{""qwen3-32b-awq-local"": 172}"
best_local_single_model,local_reference,1.0,0.5,172,0.4767441860465116,0.4767441860465116,0.8351818001349339,0.3584376140884223,0.5708268379046187,0.0,0.0,0.0,"{""qwen3-32b-awq-local"": 172}"
all_qwen3-14b-awq-local,local_model,1.0,0.5,172,0.4651162790697674,0.4651162790697674,0.8351818001349339,0.3700655210651665,0.5569042321020671,0.0,0.0,0.0,"{""qwen3-14b-awq-local"": 172}"
all_qwen3-32b-awq-selfconsistency-n3-local,local_model,1.0,0.5,172,0.4011627906976744,0.4011627906976744,0.8351818001349339,0.4340190094372595,0.4803299001880328,0.0,0.0,0.0,"{""qwen3-32b-awq-selfconsistency-n3-local"": 172}"
all_gemini-3.5-flash-strong-solve,all_gemini,1.0,0.5,172,0.6976744186046512,0.3763330908696566,0.8351818001349339,0.4588487092652772,0.4506002056185317,2.31733430232558,0.3213413277349944,1.0,"{""gemini-3.5-flash-strong-solve"": 172}"
all_qwen3-4b-local,local_model,1.0,0.5,170,0.3529411764705882,0.3529411764705882,0.8351818001349339,0.4822406236643456,0.4225920349480391,0.0,0.0,0.0,"{""qwen3-4b-local"": 170}"
all_gemini-3.5-flash,all_gemini,1.0,0.5,172,0.3430232558139535,0.3048366047555579,0.8351818001349339,0.5303451953793761,0.3649943098691899,0.2753808139534884,0.0381866510583955,1.0,"{""gemini-3.5-flash"": 172}"
all_qwen3-8b-local,local_model,1.0,0.5,172,0.2616279069767442,0.2616279069767442,0.8351818001349339,0.5735538931581897,0.3132586305574127,0.0,0.0,0.0,"{""qwen3-8b-local"": 172}"
all_deterministic_math_tool,local_model,1.0,0.5,172,0.0930232558139534,0.0930232558139534,0.8351818001349339,0.7421585443209804,0.1113808464204134,0.0,0.0,0.0,"{""deterministic_math_tool"": 172}"
all_gpt-5.5,all_gpt,1.0,0.5,172,0.5930232558139535,0.0702529973100256,0.8351818001349339,0.7649288028249083,0.0841170117675881,3.769927325581396,0.5227702585039278,1.0,"{""gpt-5.5"": 172}"
cost_aware_oracle,oracle,1.0,1.0,172,0.8662790697674418,0.8018207799695758,0.8018207799695758,0.0,1.0,0.4648372093023238,0.0644582897978661,0.1337209302325581,"{""deterministic_math_tool"": 15, ""gemini-3.5-flash"": 9, ""gemini-3.5-flash-strong-solve"": 11, ""gpt-5.5"": 3, ""qwen3-14b-awq-local"": 33, ""qwen3-32b-awq-local"": 6, ""qwen3-32b-awq-selfconsistency-n3-local"": 1, ""qwen3-4b-local"": 83, ""qwen3-8b-local"": 11}"
frozen_routecode_state_action_table,frozen_state_policy,1.0,1.0,172,0.6918604651162791,0.6774780399005366,0.8018207799695758,0.1243427400690392,0.844924522816985,0.1037180232558139,0.0143824252157424,0.3197674418604651,"{""deterministic_math_tool"": 14, ""gemini-3.5-flash"": 55, ""qwen3-14b-awq-local"": 51, ""qwen3-32b-awq-local"": 52}"
all_qwen3-32b-awq-local,local_model,1.0,1.0,172,0.4767441860465116,0.4767441860465116,0.8018207799695758,0.3250765939230641,0.5945769902154459,0.0,0.0,0.0,"{""qwen3-32b-awq-local"": 172}"
best_local_single_model,local_reference,1.0,1.0,172,0.4767441860465116,0.4767441860465116,0.8018207799695758,0.3250765939230641,0.5945769902154459,0.0,0.0,0.0,"{""qwen3-32b-awq-local"": 172}"
all_qwen3-14b-awq-local,local_model,1.0,1.0,172,0.4651162790697674,0.4651162790697674,0.8018207799695758,0.3367045008998083,0.5800751124053131,0.0,0.0,0.0,"{""qwen3-14b-awq-local"": 172}"
all_qwen3-32b-awq-selfconsistency-n3-local,local_model,1.0,1.0,172,0.4011627906976744,0.4011627906976744,0.8018207799695758,0.4006579892719014,0.5003147844495824,0.0,0.0,0.0,"{""qwen3-32b-awq-selfconsistency-n3-local"": 172}"
all_qwen3-4b-local,local_model,1.0,1.0,170,0.3529411764705882,0.3529411764705882,0.8018207799695758,0.4488796034989875,0.4401746441193258,0.0,0.0,0.0,"{""qwen3-4b-local"": 170}"
all_gemini-3.5-flash,all_gemini,1.0,1.0,172,0.3430232558139535,0.2666499536971623,0.8018207799695758,0.5351708262724135,0.3325555540070688,0.5507616279069768,0.0763733021167911,1.0,"{""gemini-3.5-flash"": 172}"
all_qwen3-8b-local,local_model,1.0,1.0,172,0.2616279069767442,0.2616279069767442,0.8018207799695758,0.5401928729928316,0.3262922507279886,0.0,0.0,0.0,"{""qwen3-8b-local"": 172}"
all_deterministic_math_tool,local_model,1.0,1.0,172,0.0930232558139534,0.0930232558139534,0.8018207799695758,0.7087975241556224,0.1160150224810626,0.0,0.0,0.0,"{""deterministic_math_tool"": 172}"
all_gemini-3.5-flash-strong-solve,all_gemini,1.0,1.0,172,0.6976744186046512,0.0549917631346622,0.8018207799695758,0.7468290168349137,0.0685836093406668,4.63466860465116,0.6426826554699889,1.0,"{""gemini-3.5-flash-strong-solve"": 172}"
all_gpt-5.5,all_gpt,1.0,1.0,172,0.5930232558139535,-0.4525172611939021,0.8018207799695758,1.254338041163478,-0.564362102477654,7.539854651162791,1.0455405170078556,1.0,"{""gpt-5.5"": 172}"
