query_id,group_id,split,benchmark,domain,state_method,k,assignment_kind
mmlupro:test_1000:38,z00,train,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:39,z01,train,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:4,z01,train,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:40,z01,train,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:41,z01,train,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:42,z01,train,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:43,z01,train,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:44,z01,train,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:45,z00,train,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:46,z00,train,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:47,z00,train,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:48,z01,train,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:49,z00,train,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:5,z00,train,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:50,z01,train,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:51,z01,train,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:52,z00,train,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:53,z01,train,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:54,z00,train,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:55,z00,train,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:56,z01,train,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:57,z00,train,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:58,z01,train,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:59,z01,train,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:6,z00,train,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:60,z00,train,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:61,z01,train,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:62,z01,train,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:63,z01,val,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:64,z01,val,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:65,z01,val,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:66,z00,val,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:67,z01,val,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:68,z00,val,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:69,z00,val,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:7,z00,val,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:70,z01,val,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:71,z01,val,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:72,z01,val,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:73,z00,val,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:74,z01,val,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:75,z01,val,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:76,z00,val,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:77,z01,val,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:78,z01,val,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:79,z00,val,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:8,z01,val,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:80,z01,val,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:81,z01,test,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:82,z01,test,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:83,z01,test,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:84,z01,test,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:85,z00,test,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:86,z00,test,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:87,z01,test,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:88,z00,test,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:89,z01,test,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:9,z01,test,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:90,z01,test,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:91,z01,test,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:92,z01,test,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:93,z00,test,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:94,z01,test,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:95,z01,test,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:96,z00,test,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:97,z00,test,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:98,z00,test,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
mmlupro:test_1000:99,z01,test,mmlupro,broad_knowledge,relative_kmeans,2,utility_state_label
aime:hybrid:1,z03,train,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:10,z03,train,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:11,z03,train,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:12,z02,train,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:13,z03,train,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:14,z02,train,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:15,z03,train,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:16,z02,train,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:17,z02,train,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:18,z02,train,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:19,z02,train,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:2,z02,train,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:20,z02,train,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:21,z02,train,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:22,z03,train,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:23,z02,train,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:24,z02,train,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:25,z03,train,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:26,z02,train,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:27,z02,train,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:28,z02,train,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:29,z02,train,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:3,z03,train,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:30,z02,train,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:31,z03,train,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:32,z02,train,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:33,z03,train,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:34,z02,train,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:35,z02,train,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:36,z03,train,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:37,z02,train,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:38,z02,train,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:39,z02,train,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:4,z03,train,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:40,z02,train,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:41,z02,train,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:42,z02,val,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:43,z02,val,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:44,z02,val,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:45,z02,val,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:46,z03,val,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:47,z03,val,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:48,z02,val,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:49,z03,val,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:5,z02,val,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:50,z02,val,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:51,z02,val,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:52,z03,val,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:53,z02,test,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:54,z02,test,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:55,z02,test,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:56,z02,test,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:57,z02,test,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:58,z02,test,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:59,z02,test,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:6,z02,test,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:60,z02,test,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:7,z02,test,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:8,z02,test,aime,math,relative_kmeans,4,utility_state_label
aime:hybrid:9,z03,test,aime,math,relative_kmeans,4,utility_state_label
bbh:test:1,z01,train,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:10,z01,train,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:100,z01,train,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:11,z01,train,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:12,z01,train,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:13,z01,train,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:14,z01,train,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:15,z01,train,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:16,z03,train,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:17,z01,train,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:18,z01,train,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:19,z01,train,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:2,z01,train,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:20,z01,train,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:21,z01,train,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:22,z01,train,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:23,z01,train,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:24,z01,train,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:25,z03,train,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:26,z01,train,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:27,z01,train,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:28,z01,train,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:29,z01,train,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:3,z01,train,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:30,z01,train,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:31,z01,train,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:32,z01,train,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:33,z01,train,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:34,z01,train,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:35,z01,train,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:36,z03,train,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:37,z01,train,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:38,z01,train,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:39,z01,train,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:4,z01,train,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:40,z01,train,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:5,z00,train,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:6,z03,train,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:7,z01,val,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:8,z01,val,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:81,z03,test,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:82,z00,test,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:83,z00,test,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:84,z01,test,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:85,z01,test,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:86,z03,test,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:87,z02,test,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:88,z00,test,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:89,z01,test,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:9,z01,test,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:90,z00,test,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:91,z01,test,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:92,z00,test,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:93,z01,test,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:94,z03,test,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:95,z01,test,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:96,z01,test,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:97,z01,test,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:98,z01,test,bbh,reasoning,relative_kmeans,4,utility_state_label
bbh:test:99,z01,test,bbh,reasoning,relative_kmeans,4,utility_state_label
gpqa:test:1,z00,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:10,z02,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:100,z02,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:11,z00,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:12,z00,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:13,z00,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:14,z00,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:15,z02,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:16,z02,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:17,z00,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:18,z02,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:19,z02,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:2,z02,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:20,z00,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:21,z00,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:22,z02,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:23,z03,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:24,z00,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:25,z02,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:26,z02,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:27,z00,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:28,z00,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:29,z00,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:3,z00,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:30,z02,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:31,z02,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:32,z01,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:33,z02,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:34,z01,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:35,z00,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:36,z02,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:37,z02,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:38,z00,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:39,z02,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:4,z00,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:40,z00,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:41,z00,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:42,z00,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:43,z03,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:44,z00,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:45,z02,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:46,z00,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:47,z00,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:48,z00,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:49,z02,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:5,z00,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:50,z00,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:51,z01,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:52,z02,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:53,z00,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:54,z00,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:55,z02,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:56,z00,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:57,z02,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:58,z01,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:59,z00,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:6,z00,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:60,z00,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:61,z00,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:62,z00,train,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:63,z02,val,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:64,z01,val,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:65,z01,val,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:66,z01,val,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:67,z00,val,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:68,z00,val,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:69,z00,val,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:7,z00,val,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:70,z02,val,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:71,z03,val,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:72,z00,val,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:73,z01,val,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:74,z03,val,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:75,z00,val,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:76,z02,val,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:77,z02,val,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:78,z00,val,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:79,z02,val,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:8,z00,val,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:80,z01,val,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:81,z00,test,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:83,z00,test,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:84,z00,test,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:85,z02,test,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:86,z00,test,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:87,z01,test,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:88,z00,test,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:89,z02,test,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:9,z00,test,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:90,z02,test,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:91,z02,test,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:92,z01,test,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:93,z02,test,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:94,z02,test,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:95,z00,test,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:96,z01,test,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:97,z00,test,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:98,z02,test,gpqa,science,relative_kmeans,4,utility_state_label
gpqa:test:99,z00,test,gpqa,science,relative_kmeans,4,utility_state_label
gsm8k:test:0,z01,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:1,z03,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:10,z03,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:11,z01,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:12,z01,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:13,z03,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:14,z01,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:15,z01,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:16,z01,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:17,z01,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:18,z01,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:19,z01,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:2,z03,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:20,z01,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:21,z03,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:22,z03,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:23,z00,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:24,z01,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:25,z01,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:26,z01,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:27,z01,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:28,z00,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:29,z01,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:3,z01,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:30,z01,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:31,z01,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:32,z01,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:33,z01,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:34,z01,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:35,z01,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:36,z01,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:37,z03,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:38,z01,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:39,z01,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:4,z01,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:40,z01,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:41,z03,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:42,z03,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:43,z01,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:44,z01,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:45,z01,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:46,z01,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:47,z03,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:48,z00,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:49,z01,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:5,z01,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:50,z01,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:51,z01,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:52,z01,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:53,z01,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:54,z01,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:55,z01,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
gsm8k:test:56,z03,train,gsm8k,math_easy,relative_kmeans,4,utility_state_label
