query_id,view,min_leaf,predictor,true_state,predicted_state,confidence
aime:hybrid:58,probe_only,20,random_forest,z07,z07,0.7991677448718215
aime:hybrid:59,probe_only,20,random_forest,z07,z07,0.8667261837664442
aime:hybrid:60,probe_only,20,random_forest,z07,z07,0.752122994616958
livemathbench:test:9,probe_only,20,random_forest,z00,z07,0.3001702193076925
livemathbench:test:81,probe_only,20,random_forest,z06,z07,0.5471077061178242
livemathbench:test:82,probe_only,20,random_forest,z07,z07,0.863747563843334
livemathbench:test:83,probe_only,20,random_forest,z07,z07,0.7180030725766613
livemathbench:test:84,probe_only,20,random_forest,z07,z07,0.8280711198108779
livemathbench:test:85,probe_only,20,random_forest,z07,z07,0.8109220246416641
livemathbench:test:86,probe_only,20,random_forest,z01,z01,0.8234527927316349
livemathbench:test:87,probe_only,20,random_forest,z00,z00,0.3572254439228055
livemathbench:test:88,probe_only,20,random_forest,z05,z05,0.7790835542078556
livemathbench:test:89,probe_only,20,random_forest,z07,z07,0.9362434361069222
livemathbench:test:90,probe_only,20,random_forest,z07,z07,0.8329215548708663
livemathbench:test:91,probe_only,20,random_forest,z07,z07,0.9108383321821287
livemathbench:test:92,probe_only,20,random_forest,z05,z05,0.7650913326707609
livemathbench:test:93,probe_only,20,random_forest,z07,z07,0.9485963376337572
livemathbench:test:94,probe_only,20,random_forest,z07,z07,0.9717277023546821
livemathbench:test:95,probe_only,20,random_forest,z05,z05,0.830602144733308
livemathbench:test:96,probe_only,20,random_forest,z07,z07,0.7689881647382958
livemathbench:test:97,probe_only,20,random_forest,z07,z07,0.7155151696626645
livemathbench:test:98,probe_only,20,random_forest,z05,z05,0.625677373930417
livemathbench:test:99,probe_only,20,random_forest,z07,z07,0.8209065609940861
bbh:test:9,probe_only,20,random_forest,z01,z01,0.9897435504844111
bbh:test:81,probe_only,20,random_forest,z00,z00,0.6861360141969259
bbh:test:82,probe_only,20,random_forest,z00,z00,0.7522404995854977
bbh:test:83,probe_only,20,random_forest,z01,z01,0.8923762493111305
bbh:test:84,probe_only,20,random_forest,z01,z01,0.9130522865660629
bbh:test:85,probe_only,20,random_forest,z01,z01,0.8571984110586758
bbh:test:86,probe_only,20,random_forest,z01,z01,0.8654386288034205
bbh:test:87,probe_only,20,random_forest,z01,z01,0.8779336672553132
bbh:test:88,probe_only,20,random_forest,z00,z00,0.9072263408784549
bbh:test:89,probe_only,20,random_forest,z01,z01,0.9163856198993963
bbh:test:90,probe_only,20,random_forest,z00,z00,0.9120035785887209
bbh:test:91,probe_only,20,random_forest,z00,z00,0.8714283361529617
bbh:test:92,probe_only,20,random_forest,z00,z00,0.8902655818463724
bbh:test:93,probe_only,20,random_forest,z01,z01,0.6846525651853823
bbh:test:94,probe_only,20,random_forest,z00,z00,0.9001504332876957
bbh:test:95,probe_only,20,random_forest,z01,z01,0.9288143533409129
bbh:test:96,probe_only,20,random_forest,z01,z01,0.9402148121578952
bbh:test:97,probe_only,20,random_forest,z01,z01,0.9043785303967756
bbh:test:98,probe_only,20,random_forest,z01,z01,0.8369127176704594
bbh:test:99,probe_only,20,random_forest,z01,z01,0.9014562552420687
gpqa:test:9,probe_only,20,random_forest,z05,z06,0.49128562798413744
gpqa:test:81,probe_only,20,random_forest,z06,z06,0.9239722455700883
gpqa:test:83,probe_only,20,random_forest,z06,z06,0.8639711891541835
gpqa:test:84,probe_only,20,random_forest,z06,z06,0.8065639339093216
gpqa:test:85,probe_only,20,random_forest,z06,z06,0.9899742938953151
gpqa:test:86,probe_only,20,random_forest,z06,z06,0.9845702277905739
gpqa:test:87,probe_only,20,random_forest,z06,z06,0.9545898120026167
gpqa:test:88,probe_only,20,random_forest,z06,z06,0.9116976484659889
gpqa:test:89,probe_only,20,random_forest,z06,z06,0.8247298287089958
gpqa:test:90,probe_only,20,random_forest,z05,z06,0.6092214709238786
gpqa:test:91,probe_only,20,random_forest,z06,z06,0.947731548557886
gpqa:test:92,probe_only,20,random_forest,z06,z06,0.9727093887076574
gpqa:test:93,probe_only,20,random_forest,z06,z06,0.9504820676905551
gpqa:test:94,probe_only,20,random_forest,z05,z06,0.5363552631048376
gpqa:test:95,probe_only,20,random_forest,z06,z06,0.9705211894654233
gpqa:test:96,probe_only,20,random_forest,z06,z06,0.8761950296425433
gpqa:test:97,probe_only,20,random_forest,z06,z06,0.9259594388583796
gpqa:test:98,probe_only,20,random_forest,z05,z05,0.49926670999155826
gpqa:test:99,probe_only,20,random_forest,z07,z07,0.7259997662205412
mmlupro:test_1000:9,probe_only,20,random_forest,z06,z06,0.8548587808037621
mmlupro:test_1000:81,probe_only,20,random_forest,z06,z06,0.9058354333971937
mmlupro:test_1000:82,probe_only,20,random_forest,z03,z03,0.3950230617851175
mmlupro:test_1000:83,probe_only,20,random_forest,z06,z06,0.9118596579888903
mmlupro:test_1000:84,probe_only,20,random_forest,z03,z03,0.48539599199415573
mmlupro:test_1000:85,probe_only,20,random_forest,z06,z06,0.7419192997304653
mmlupro:test_1000:86,probe_only,20,random_forest,z03,z03,0.7358568484549789
mmlupro:test_1000:87,probe_only,20,random_forest,z01,z01,0.43060796718272787
mmlupro:test_1000:88,probe_only,20,random_forest,z06,z06,0.6481835034872013
mmlupro:test_1000:89,probe_only,20,random_forest,z05,z05,0.6661056908550581
mmlupro:test_1000:90,probe_only,20,random_forest,z06,z06,0.8750501784895445
mmlupro:test_1000:91,probe_only,20,random_forest,z06,z06,0.8442506907182185
mmlupro:test_1000:92,probe_only,20,random_forest,z03,z03,0.7365215905231893
mmlupro:test_1000:93,probe_only,20,random_forest,z07,z07,0.90392802643748
mmlupro:test_1000:94,probe_only,20,random_forest,z06,z06,0.8239673315554317
mmlupro:test_1000:95,probe_only,20,random_forest,z00,z03,0.414392842582153
mmlupro:test_1000:96,probe_only,20,random_forest,z06,z06,0.9066268271910879
mmlupro:test_1000:97,probe_only,20,random_forest,z06,z06,0.7140640188438773
mmlupro:test_1000:98,probe_only,20,random_forest,z06,z06,0.8252888855160477
mmlupro:test_1000:99,probe_only,20,random_forest,z03,z03,0.7292531358219295
humaneval:test:9,probe_only,20,random_forest,z02,z02,0.49455589546334805
humaneval:test:81,probe_only,20,random_forest,z04,z04,0.8843875069543079
humaneval:test:82,probe_only,20,random_forest,z07,z07,0.4254966776336222
humaneval:test:83,probe_only,20,random_forest,z04,z04,0.8719801458477359
humaneval:test:84,probe_only,20,random_forest,z03,z03,0.5467266826463698
humaneval:test:85,probe_only,20,random_forest,z07,z04,0.4854891671965177
humaneval:test:86,probe_only,20,random_forest,z04,z04,0.6739662896743804
humaneval:test:87,probe_only,20,random_forest,z04,z04,0.5970267746094009
humaneval:test:88,probe_only,20,random_forest,z02,z02,0.5676881740737006
humaneval:test:89,probe_only,20,random_forest,z04,z04,0.8844456798039781
humaneval:test:90,probe_only,20,random_forest,z02,z02,0.7568702343505141
humaneval:test:91,probe_only,20,random_forest,z04,z04,0.9576539792562787
humaneval:test:92,probe_only,20,random_forest,z02,z02,0.7585518543004761
humaneval:test:93,probe_only,20,random_forest,z04,z04,0.8449288500053934
humaneval:test:94,probe_only,20,random_forest,z02,z02,0.7436241769629979
humaneval:test:96,probe_only,20,random_forest,z02,z02,0.5126490396517488
humaneval:test:97,probe_only,20,random_forest,z04,z04,0.875398069041733
humaneval:test:98,probe_only,20,random_forest,z04,z04,0.8261887647472346
humaneval:test:99,probe_only,20,random_forest,z04,z04,0.8905541882396549
mbpp:test:9,probe_only,20,random_forest,z02,z02,0.5875021953042718
mbpp:test:81,probe_only,20,random_forest,z04,z04,0.6644561222317305
mbpp:test:82,probe_only,20,random_forest,z03,z03,0.6417356233253325
mbpp:test:83,probe_only,20,random_forest,z03,z03,0.7996973660237794
mbpp:test:84,probe_only,20,random_forest,z02,z03,0.45351439567073354
mbpp:test:85,probe_only,20,random_forest,z03,z03,0.9193330707204884
mbpp:test:86,probe_only,20,random_forest,z03,z03,0.5858325400985138
mbpp:test:87,probe_only,20,random_forest,z03,z03,0.7536851763741467
mbpp:test:88,probe_only,20,random_forest,z02,z02,0.6603924956552861
mbpp:test:89,probe_only,20,random_forest,z02,z02,0.6750570592570415
mbpp:test:90,probe_only,20,random_forest,z02,z02,0.42328559447801783
mbpp:test:91,probe_only,20,random_forest,z03,z03,0.9262151036868198
mbpp:test:92,probe_only,20,random_forest,z03,z03,0.6269532624578731
mbpp:test:93,probe_only,20,random_forest,z03,z03,0.7281827697099977
mbpp:test:94,probe_only,20,random_forest,z04,z04,0.6297886306333234
mbpp:test:95,probe_only,20,random_forest,z04,z04,0.8174091784220995
mbpp:test:96,probe_only,20,random_forest,z03,z03,0.7144412171529138
mbpp:test:97,probe_only,20,random_forest,z04,z04,0.7548871632698461
mbpp:test:98,probe_only,20,random_forest,z03,z03,0.6558531295141923
mbpp:test:99,probe_only,20,random_forest,z03,z03,0.6153684579417685
gsm8k:test:9,probe_only,20,histgb,z00,z00,0.9999641189400771
gsm8k:test:81,probe_only,20,histgb,z01,z01,0.9999784417533604
gsm8k:test:82,probe_only,20,histgb,z01,z01,0.9999709634521352
gsm8k:test:83,probe_only,20,histgb,z01,z01,0.9999827280362396
gsm8k:test:84,probe_only,20,histgb,z01,z01,0.9999780800372323
gsm8k:test:85,probe_only,20,histgb,z01,z01,0.9999592267120327
gsm8k:test:86,probe_only,20,histgb,z00,z00,0.999946686812846
gsm8k:test:87,probe_only,20,histgb,z00,z00,0.9999795865625913
gsm8k:test:88,probe_only,20,histgb,z01,z01,0.9999787893913503
gsm8k:test:89,probe_only,20,histgb,z00,z00,0.9999737750483663
gsm8k:test:90,probe_only,20,histgb,z00,z00,0.9999765576002818
gsm8k:test:91,probe_only,20,histgb,z01,z01,0.9999719108635854
gsm8k:test:92,probe_only,20,histgb,z00,z00,0.9999782967603884
gsm8k:test:93,probe_only,20,histgb,z00,z00,0.999983488863555
gsm8k:test:94,probe_only,20,histgb,z00,z00,0.9997566820051546
gsm8k:test:95,probe_only,20,histgb,z00,z00,0.9999792373059709
gsm8k:test:96,probe_only,20,histgb,z01,z01,0.999958230255411
gsm8k:test:97,probe_only,20,histgb,z00,z00,0.9999442056402893
gsm8k:test:98,probe_only,20,histgb,z00,z00,0.9998782449859525
gsm8k:test:99,probe_only,20,histgb,z00,z00,0.9999831658282968
math500:test:9,probe_only,20,histgb,z00,z00,0.9998477709980969
math500:test:81,probe_only,20,histgb,z07,z07,0.9999760004490618
math500:test:82,probe_only,20,histgb,z07,z07,0.9999646144615296
math500:test:83,probe_only,20,histgb,z07,z07,0.9999859866830809
math500:test:84,probe_only,20,histgb,z05,z05,0.999964824092755
math500:test:85,probe_only,20,histgb,z05,z05,0.9999743593293055
math500:test:86,probe_only,20,histgb,z07,z07,0.9999819264252625
math500:test:87,probe_only,20,histgb,z01,z01,0.9999814735399148
math500:test:88,probe_only,20,histgb,z05,z05,0.9999632855035296
math500:test:89,probe_only,20,histgb,z07,z07,0.9999791667879078
math500:test:90,probe_only,20,histgb,z05,z05,0.9999605609183738
math500:test:91,probe_only,20,histgb,z00,z00,0.9999762339294818
math500:test:92,probe_only,20,histgb,z05,z05,0.9999570018627834
math500:test:93,probe_only,20,histgb,z07,z07,0.9999769646559582
math500:test:94,probe_only,20,histgb,z07,z07,0.9999804892836632
math500:test:95,probe_only,20,histgb,z07,z07,0.9999839604890368
math500:test:96,probe_only,20,histgb,z07,z07,0.9999854426793877
math500:test:97,probe_only,20,histgb,z07,z07,0.9999666227075394
math500:test:98,probe_only,20,histgb,z00,z03,0.9994267904781504
math500:test:99,probe_only,20,histgb,z01,z01,0.9999803221202913
aime:hybrid:6,probe_only,20,histgb,z07,z07,0.999979583804604
aime:hybrid:7,probe_only,20,histgb,z07,z07,0.9999717419926831
aime:hybrid:8,probe_only,20,histgb,z07,z07,0.9999851035305448
aime:hybrid:9,probe_only,20,histgb,z05,z05,0.9999763500788378
aime:hybrid:53,probe_only,20,histgb,z07,z07,0.9999807647669953
aime:hybrid:54,probe_only,20,histgb,z07,z07,0.9999859870016372
aime:hybrid:55,probe_only,20,histgb,z07,z07,0.9999746720440209
aime:hybrid:56,probe_only,20,histgb,z07,z07,0.9999728808738658
aime:hybrid:57,probe_only,20,histgb,z07,z07,0.9999795979648229
aime:hybrid:58,probe_only,20,histgb,z07,z07,0.9999690536391556
aime:hybrid:59,probe_only,20,histgb,z07,z07,0.9999798827230417
aime:hybrid:60,probe_only,20,histgb,z07,z07,0.9999835504964929
livemathbench:test:9,probe_only,20,histgb,z00,z00,0.9996453956320168
livemathbench:test:81,probe_only,20,histgb,z06,z06,0.9999095215345157
livemathbench:test:82,probe_only,20,histgb,z07,z07,0.999984131774815
livemathbench:test:83,probe_only,20,histgb,z07,z07,0.9999570542770272
livemathbench:test:84,probe_only,20,histgb,z07,z07,0.9999754018503809
livemathbench:test:85,probe_only,20,histgb,z07,z07,0.9999803739133902
livemathbench:test:86,probe_only,20,histgb,z01,z01,0.9999695351493271
livemathbench:test:87,probe_only,20,histgb,z00,z00,0.9998018316101758
livemathbench:test:88,probe_only,20,histgb,z05,z05,0.9999666541791915
livemathbench:test:89,probe_only,20,histgb,z07,z07,0.9999815762845585
livemathbench:test:90,probe_only,20,histgb,z07,z07,0.9999825983292957
livemathbench:test:91,probe_only,20,histgb,z07,z07,0.9999781238092597
livemathbench:test:92,probe_only,20,histgb,z05,z05,0.9999747055466486
livemathbench:test:93,probe_only,20,histgb,z07,z07,0.9999845876018484
livemathbench:test:94,probe_only,20,histgb,z07,z07,0.9999856724992433
livemathbench:test:95,probe_only,20,histgb,z05,z05,0.9999609906741611
livemathbench:test:96,probe_only,20,histgb,z07,z07,0.9999558835800451
livemathbench:test:97,probe_only,20,histgb,z07,z07,0.9999837579534001
livemathbench:test:98,probe_only,20,histgb,z05,z05,0.9999713506670799
livemathbench:test:99,probe_only,20,histgb,z07,z07,0.9999805685110698
bbh:test:9,probe_only,20,histgb,z01,z01,0.9999823603014462
bbh:test:81,probe_only,20,histgb,z00,z00,0.9999417218840111
bbh:test:82,probe_only,20,histgb,z00,z00,0.9999551310020016
bbh:test:83,probe_only,20,histgb,z01,z01,0.9999801932285957
bbh:test:84,probe_only,20,histgb,z01,z01,0.9999801932285957
bbh:test:85,probe_only,20,histgb,z01,z01,0.9999815763709482
bbh:test:86,probe_only,20,histgb,z01,z01,0.9999815736513917
bbh:test:87,probe_only,20,histgb,z01,z01,0.9999808330444213
bbh:test:88,probe_only,20,histgb,z00,z00,0.9999733495127805
bbh:test:89,probe_only,20,histgb,z01,z01,0.9999801932285957
bbh:test:90,probe_only,20,histgb,z00,z00,0.9999733734079551
bbh:test:91,probe_only,20,histgb,z00,z00,0.9999718852835393
bbh:test:92,probe_only,20,histgb,z00,z00,0.9999735463102215
bbh:test:93,probe_only,20,histgb,z01,z01,0.9999713102758457
bbh:test:94,probe_only,20,histgb,z00,z00,0.9999733734079551
bbh:test:95,probe_only,20,histgb,z01,z01,0.9999786073617452
bbh:test:96,probe_only,20,histgb,z01,z01,0.9999750363211977
bbh:test:97,probe_only,20,histgb,z01,z01,0.9999801932285957
bbh:test:98,probe_only,20,histgb,z01,z01,0.9999815829173634
bbh:test:99,probe_only,20,histgb,z01,z01,0.9999802930026379
gpqa:test:9,probe_only,20,histgb,z05,z05,0.9999210188707766
gpqa:test:81,probe_only,20,histgb,z06,z06,0.9999814468375265
gpqa:test:83,probe_only,20,histgb,z06,z06,0.9999842866920668
gpqa:test:84,probe_only,20,histgb,z06,z06,0.9999868447432895
gpqa:test:85,probe_only,20,histgb,z06,z06,0.9999862022030749
gpqa:test:86,probe_only,20,histgb,z06,z06,0.9999876072095102
gpqa:test:87,probe_only,20,histgb,z06,z06,0.9999861834127542
gpqa:test:88,probe_only,20,histgb,z06,z06,0.999984799822446
gpqa:test:89,probe_only,20,histgb,z06,z06,0.9999723681842492
gpqa:test:90,probe_only,20,histgb,z05,z05,0.99993679978377
gpqa:test:91,probe_only,20,histgb,z06,z06,0.9998925992421697
gpqa:test:92,probe_only,20,histgb,z06,z06,0.9999864492869809
gpqa:test:93,probe_only,20,histgb,z06,z06,0.9999831054257649
gpqa:test:94,probe_only,20,histgb,z05,z05,0.9999323567510073
gpqa:test:95,probe_only,20,histgb,z06,z06,0.9999843495832754
gpqa:test:96,probe_only,20,histgb,z06,z06,0.9999807464256465
gpqa:test:97,probe_only,20,histgb,z06,z06,0.9999860254855957
gpqa:test:98,probe_only,20,histgb,z05,z05,0.9999324904573106
gpqa:test:99,probe_only,20,histgb,z07,z07,0.9999801866327294
mmlupro:test_1000:9,probe_only,20,histgb,z06,z06,0.999986728033888
mmlupro:test_1000:81,probe_only,20,histgb,z06,z06,0.9999870447710913
mmlupro:test_1000:82,probe_only,20,histgb,z03,z03,0.9996785332448934
mmlupro:test_1000:83,probe_only,20,histgb,z06,z06,0.999985804688835
mmlupro:test_1000:84,probe_only,20,histgb,z03,z03,0.9999255862046704
mmlupro:test_1000:85,probe_only,20,histgb,z06,z06,0.9999675945678824
mmlupro:test_1000:86,probe_only,20,histgb,z03,z03,0.9999355909606493
mmlupro:test_1000:87,probe_only,20,histgb,z01,z01,0.9997713300174378
mmlupro:test_1000:88,probe_only,20,histgb,z06,z06,0.9998977023673062
mmlupro:test_1000:89,probe_only,20,histgb,z05,z05,0.9999368760933829
mmlupro:test_1000:90,probe_only,20,histgb,z06,z06,0.9999841865748036
mmlupro:test_1000:91,probe_only,20,histgb,z06,z06,0.9998547124370332
mmlupro:test_1000:92,probe_only,20,histgb,z03,z03,0.9999341533317876
mmlupro:test_1000:93,probe_only,20,histgb,z07,z07,0.9999802393168558
mmlupro:test_1000:94,probe_only,20,histgb,z06,z06,0.9999855446301519
mmlupro:test_1000:95,probe_only,20,histgb,z00,z00,0.9999055099598142
mmlupro:test_1000:96,probe_only,20,histgb,z06,z06,0.9999860168155118
mmlupro:test_1000:97,probe_only,20,histgb,z06,z06,0.9999649067502016
mmlupro:test_1000:98,probe_only,20,histgb,z06,z06,0.9999759569219547
mmlupro:test_1000:99,probe_only,20,histgb,z03,z03,0.9999244482856091
humaneval:test:9,probe_only,20,histgb,z02,z02,0.9997508777171124
humaneval:test:81,probe_only,20,histgb,z04,z04,0.9999743731660252
humaneval:test:82,probe_only,20,histgb,z07,z07,0.9998976799195506
humaneval:test:83,probe_only,20,histgb,z04,z04,0.9999721817104532
humaneval:test:84,probe_only,20,histgb,z03,z03,0.9999456065549494
humaneval:test:85,probe_only,20,histgb,z07,z07,0.9998897966077186
humaneval:test:86,probe_only,20,histgb,z04,z04,0.9999276010329867
humaneval:test:87,probe_only,20,histgb,z04,z04,0.7884132375471864
humaneval:test:88,probe_only,20,histgb,z02,z02,0.9998239817417071
humaneval:test:89,probe_only,20,histgb,z04,z04,0.9999742700426313
humaneval:test:90,probe_only,20,histgb,z02,z02,0.9998695728787707
humaneval:test:91,probe_only,20,histgb,z04,z04,0.9999777038061862
humaneval:test:92,probe_only,20,histgb,z02,z02,0.9998673041745899
humaneval:test:93,probe_only,20,histgb,z04,z04,0.9999735240488781
humaneval:test:94,probe_only,20,histgb,z02,z02,0.9998762799800687
humaneval:test:96,probe_only,20,histgb,z02,z02,0.9997020558430622
humaneval:test:97,probe_only,20,histgb,z04,z04,0.9999737200129816
humaneval:test:98,probe_only,20,histgb,z04,z04,0.9999684574353289
humaneval:test:99,probe_only,20,histgb,z04,z04,0.999972475586038
mbpp:test:9,probe_only,20,histgb,z02,z02,0.9998990923248573
mbpp:test:81,probe_only,20,histgb,z04,z04,0.9998815765690058
mbpp:test:82,probe_only,20,histgb,z03,z03,0.9999111285241232
mbpp:test:83,probe_only,20,histgb,z03,z03,0.9999730584877634
mbpp:test:84,probe_only,20,histgb,z02,z02,0.9997932460538828
mbpp:test:85,probe_only,20,histgb,z03,z03,0.9999708524882966
mbpp:test:86,probe_only,20,histgb,z03,z03,0.9998845581704467
mbpp:test:87,probe_only,20,histgb,z03,z03,0.9999532128238336
mbpp:test:88,probe_only,20,histgb,z02,z02,0.9998721030531388
mbpp:test:89,probe_only,20,histgb,z02,z02,0.999853823582836
mbpp:test:90,probe_only,20,histgb,z02,z02,0.9998374826696074
mbpp:test:91,probe_only,20,histgb,z03,z03,0.9999643706095926
mbpp:test:92,probe_only,20,histgb,z03,z03,0.9999173434027092
mbpp:test:93,probe_only,20,histgb,z03,z03,0.9999515041711613
mbpp:test:94,probe_only,20,histgb,z04,z04,0.9998551905909404
mbpp:test:95,probe_only,20,histgb,z04,z04,0.9999504283401164
mbpp:test:96,probe_only,20,histgb,z03,z03,0.9999477624301469
mbpp:test:97,probe_only,20,histgb,z04,z04,0.9998023571327791
mbpp:test:98,probe_only,20,histgb,z03,z03,0.9999418882091033
mbpp:test:99,probe_only,20,histgb,z03,z03,0.9999427115791906
gsm8k:test:9,probe_only,40,random_forest,z00,z00,0.9016469707819598
gsm8k:test:81,probe_only,40,random_forest,z01,z01,0.88441283812995
gsm8k:test:82,probe_only,40,random_forest,z01,z01,0.9563842927343024
gsm8k:test:83,probe_only,40,random_forest,z01,z01,0.9711052115729418
gsm8k:test:84,probe_only,40,random_forest,z01,z01,0.9814826386551044
gsm8k:test:85,probe_only,40,random_forest,z01,z01,0.9010892248792044
gsm8k:test:86,probe_only,40,random_forest,z00,z00,0.798030215996938
gsm8k:test:87,probe_only,40,random_forest,z00,z00,0.9846025395073968
gsm8k:test:88,probe_only,40,random_forest,z01,z01,0.9904204204204203
gsm8k:test:89,probe_only,40,random_forest,z00,z00,0.9776454809790459
gsm8k:test:90,probe_only,40,random_forest,z00,z00,0.9539366124410615
gsm8k:test:91,probe_only,40,random_forest,z01,z01,0.9432446393576779
gsm8k:test:92,probe_only,40,random_forest,z00,z00,0.7421437457134302
gsm8k:test:93,probe_only,40,random_forest,z00,z00,0.9511768448184247
gsm8k:test:94,probe_only,40,random_forest,z00,z00,0.4196835514284705
gsm8k:test:95,probe_only,40,random_forest,z00,z00,0.9859315745040373
gsm8k:test:96,probe_only,40,random_forest,z01,z01,0.9153930072616379
gsm8k:test:97,probe_only,40,random_forest,z00,z00,0.7261844035446942
gsm8k:test:98,probe_only,40,random_forest,z00,z00,0.44769796885935137
gsm8k:test:99,probe_only,40,random_forest,z00,z00,0.9342520229013125
math500:test:9,probe_only,40,random_forest,z00,z00,0.46672976897962104
math500:test:81,probe_only,40,random_forest,z07,z07,0.6348187878992945
math500:test:82,probe_only,40,random_forest,z07,z07,0.6838868174629875
math500:test:83,probe_only,40,random_forest,z06,z06,0.7458196742003338
math500:test:84,probe_only,40,random_forest,z04,z04,0.7342871301170661
math500:test:85,probe_only,40,random_forest,z04,z04,0.63850533054317
math500:test:86,probe_only,40,random_forest,z07,z07,0.5167532860587503
math500:test:87,probe_only,40,random_forest,z01,z01,0.9908791629330943
math500:test:88,probe_only,40,random_forest,z04,z04,0.7373347777126775
math500:test:89,probe_only,40,random_forest,z07,z07,0.36630400083366654
math500:test:90,probe_only,40,random_forest,z04,z04,0.6001471114397204
math500:test:91,probe_only,40,random_forest,z00,z00,0.8936963961386554
math500:test:92,probe_only,40,random_forest,z04,z04,0.46793056666770905
math500:test:93,probe_only,40,random_forest,z06,z06,0.4208880161873101
math500:test:94,probe_only,40,random_forest,z07,z07,0.6109230438756482
math500:test:95,probe_only,40,random_forest,z06,z06,0.8373702159450602
math500:test:96,probe_only,40,random_forest,z06,z06,0.6579920772278804
math500:test:97,probe_only,40,random_forest,z07,z07,0.512992756272584
math500:test:98,probe_only,40,random_forest,z00,z02,0.3923772915043948
math500:test:99,probe_only,40,random_forest,z01,z01,0.9933381216397849
aime:hybrid:6,probe_only,40,random_forest,z06,z06,0.7036618941231243
aime:hybrid:7,probe_only,40,random_forest,z06,z06,0.8638700838500798
aime:hybrid:8,probe_only,40,random_forest,z07,z07,0.7371260721074044
aime:hybrid:9,probe_only,40,random_forest,z04,z04,0.5948514289213379
aime:hybrid:53,probe_only,40,random_forest,z06,z06,0.649955155149859
aime:hybrid:54,probe_only,40,random_forest,z06,z06,0.7573158679894018
aime:hybrid:55,probe_only,40,random_forest,z06,z06,0.8078830238356309
aime:hybrid:56,probe_only,40,random_forest,z06,z06,0.5525793671200551
aime:hybrid:57,probe_only,40,random_forest,z06,z06,0.768004168399243
aime:hybrid:58,probe_only,40,random_forest,z07,z07,0.5987190542427697
aime:hybrid:59,probe_only,40,random_forest,z07,z07,0.6776053636720273
aime:hybrid:60,probe_only,40,random_forest,z07,z07,0.45393204975064644
livemathbench:test:9,probe_only,40,random_forest,z00,z07,0.352124362903662
livemathbench:test:81,probe_only,40,random_forest,z05,z06,0.43472828807575403
livemathbench:test:82,probe_only,40,random_forest,z07,z07,0.7707560892486472
livemathbench:test:83,probe_only,40,random_forest,z06,z06,0.6598552265596888
livemathbench:test:84,probe_only,40,random_forest,z06,z06,0.761324599193199
livemathbench:test:85,probe_only,40,random_forest,z06,z06,0.5908203506700223
livemathbench:test:86,probe_only,40,random_forest,z01,z01,0.8049880927150087
livemathbench:test:87,probe_only,40,random_forest,z00,z00,0.3656203043152884
livemathbench:test:88,probe_only,40,random_forest,z04,z04,0.7443247402522747
livemathbench:test:89,probe_only,40,random_forest,z06,z06,0.8017942517262882
livemathbench:test:90,probe_only,40,random_forest,z07,z07,0.5275884328128257
livemathbench:test:91,probe_only,40,random_forest,z07,z07,0.717575992287156
livemathbench:test:92,probe_only,40,random_forest,z04,z04,0.7436888219656923
livemathbench:test:93,probe_only,40,random_forest,z06,z06,0.757164311662086
livemathbench:test:94,probe_only,40,random_forest,z07,z07,0.5117454166118298
livemathbench:test:95,probe_only,40,random_forest,z04,z04,0.7448617982242842
livemathbench:test:96,probe_only,40,random_forest,z07,z07,0.6694291777186699
livemathbench:test:97,probe_only,40,random_forest,z07,z07,0.4997300289151528
livemathbench:test:98,probe_only,40,random_forest,z04,z04,0.5947679810611639
livemathbench:test:99,probe_only,40,random_forest,z07,z07,0.5825385705457143
bbh:test:9,probe_only,40,random_forest,z01,z01,0.9898804348279767
bbh:test:81,probe_only,40,random_forest,z00,z00,0.6918597491505702
bbh:test:82,probe_only,40,random_forest,z00,z00,0.7549448005151626
bbh:test:83,probe_only,40,random_forest,z01,z01,0.8862234839126967
bbh:test:84,probe_only,40,random_forest,z01,z01,0.9070243328568368
bbh:test:85,probe_only,40,random_forest,z01,z01,0.8461768227540707
bbh:test:86,probe_only,40,random_forest,z01,z01,0.8526997218445157
bbh:test:87,probe_only,40,random_forest,z01,z01,0.8637497448478367
bbh:test:88,probe_only,40,random_forest,z00,z00,0.9165896786467935
bbh:test:89,probe_only,40,random_forest,z01,z01,0.9091431959059323
bbh:test:90,probe_only,40,random_forest,z00,z00,0.9205143075954554
bbh:test:91,probe_only,40,random_forest,z00,z00,0.8788698002963421
bbh:test:92,probe_only,40,random_forest,z00,z00,0.9035153543224688
bbh:test:93,probe_only,40,random_forest,z01,z01,0.6831742448644621
bbh:test:94,probe_only,40,random_forest,z00,z00,0.9094875765446911
bbh:test:95,probe_only,40,random_forest,z01,z01,0.9287879993251085
bbh:test:96,probe_only,40,random_forest,z01,z01,0.9457185517794452
bbh:test:97,probe_only,40,random_forest,z01,z01,0.8984352554374222
bbh:test:98,probe_only,40,random_forest,z01,z01,0.8275502909980881
bbh:test:99,probe_only,40,random_forest,z01,z01,0.8951958274848795
gpqa:test:9,probe_only,40,random_forest,z04,z05,0.47616445012667735
gpqa:test:81,probe_only,40,random_forest,z05,z05,0.9370637206250533
gpqa:test:83,probe_only,40,random_forest,z05,z05,0.884719013876558
gpqa:test:84,probe_only,40,random_forest,z05,z05,0.8317034565549626
gpqa:test:85,probe_only,40,random_forest,z05,z05,0.9912427335173758
gpqa:test:86,probe_only,40,random_forest,z05,z05,0.9844970183020142
